,CompanyName, CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1, RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE, PreviousName_1.CompanyName, PreviousName_2.CONDATE, PreviousName_2.CompanyName,PreviousName_3.CONDATE, PreviousName_3.CompanyName,PreviousName_4.CONDATE, PreviousName_4.CompanyName,PreviousName_5.CONDATE, PreviousName_5.CompanyName,PreviousName_6.CONDATE, PreviousName_6.CompanyName,PreviousName_7.CONDATE, PreviousName_7.CompanyName,PreviousName_8.CONDATE, PreviousName_8.CompanyName,PreviousName_9.CONDATE, PreviousName_9.CompanyName,PreviousName_10.CONDATE, PreviousName_10.CompanyName,ConfStmtNextDueDate, ConfStmtLastMadeUpDate
5108101,THREESIXTY HOLDCO 9 LIMITED,15183034,,,PEN CUTTING TOOLS LTD BOLD STREET,SHEFFIELD,SHEFFIELD,,UNITED KINGDOM,S9 2LR,Private Limited Company,Active,United Kingdom,,03/10/2023,31.0,10.0,31/07/2026,31/10/2024,DORMANT,31/10/2024,,0,0,0,0,64209 - Activities of other holding companies n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/15183034,,,,,,,,,,,,,,,,,,,,,16/10/2025,02/10/2024
5108106,THREESIXTY INVESTCO 2 LIMITED,14218621,,,PEN CUTTING TOOLS LTD,BOLD STREET,SHEFFIELD,SOUTH YORKSHIRE,UNITED KINGDOM,S9 2LR,Private Limited Company,Active,United Kingdom,,06/07/2022,31.0,12.0,30/09/2025,31/12/2023,TOTAL EXEMPTION FULL,03/08/2023,,0,0,0,0,64209 - Activities of other holding companies n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/14218621,,,,,,,,,,,,,,,,,,,,,05/07/2025,21/06/2024
5108109,THREESIXTY INVESTCO 8 LIMITED,14745634,,,PEN CUTTING TOOLS LTD,BOLD STREET,SHEFFIELD,SOUTH YORKSHIRE,UNITED KINGDOM,S9 2LR,Private Limited Company,Active,United Kingdom,,21/03/2023,31.0,3.0,31/12/2025,31/03/2024,DORMANT,18/04/2024,,0,0,0,0,64209 - Activities of other holding companies n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/14745634,,,,,,,,,,,,,,,,,,,,,27/03/2025,13/03/2024
5108110,THREESIXTY INVESTCO 9 LIMITED,15183033,,,PEN CUTTING TOOLS LTD BOLD STREET,SHEFFIELD,SHEFFIELD,,UNITED KINGDOM,S9 2LR,Private Limited Company,Active,United Kingdom,,03/10/2023,31.0,10.0,31/07/2026,31/10/2024,DORMANT,31/10/2024,,0,0,0,0,64209 - Activities of other holding companies n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/15183033,,,,,,,,,,,,,,,,,,,,,16/10/2025,02/10/2024
5108297,THRI5 PROJECT CONSULTING LTD,11188445,,,GROUND FLOOR DEARING HOUSE,"1 YOUNG STREET, BROOMHALL",SHEFFIELD,SOUTH YORKSHIRE,UNITED KINGDOM,S1 4UP,Private Limited Company,Active,United Kingdom,,05/02/2018,31.0,3.0,31/12/2024,31/03/2023,TOTAL EXEMPTION FULL,05/03/2019,,0,0,0,0,62020 - Information technology consultancy activities,,,,0,0,http://business.data.gov.uk/id/company/11188445,,,,,,,,,,,,,,,,,,,,,18/02/2025,04/02/2024
5108443,THRILLERMILL CNC PRECISION MACHINING LIMITED,03429546,,,75 ROMAN RIDGE RD,WINCOBANK,SHEFFIELD,S9 1GB,,S9 1GB,Private Limited Company,Active,United Kingdom,,04/09/1997,30.0,11.0,31/08/2025,30/11/2023,TOTAL EXEMPTION FULL,02/10/2016,04/09/2015,0,0,0,0,32990 - Other manufacturing n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/03429546,,,,,,,,,,,,,,,,,,,,,18/09/2025,04/09/2024
5108603,THRIVE BRANDING LIMITED,15351491,,,6 ASHWOOD CLOSE,HIGH GREEN,SHEFFIELD,,ENGLAND,S35 4FE,Private Limited Company,Active,United Kingdom,,14/12/2023,31.0,12.0,14/09/2025,,NO ACCOUNTS FILED,11/01/2025,,0,0,0,0,73110 - Advertising agencies,,,,0,0,http://business.data.gov.uk/id/company/15351491,,,,,,,,,,,,,,,,,,,,,27/12/2024,
5108713,THRIVE EDR LTD,15501734,,,12 OSBORNE MEWS,,SHEFFIELD,,ENGLAND,S11 9EG,Private Limited Company,Active,United Kingdom,,18/02/2024,29.0,2.0,18/11/2025,,NO ACCOUNTS FILED,18/03/2025,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/15501734,,,,,,,,,,,,,,,,,,,,,03/03/2025,
5108772,THRIVE HEALTH & WELLNESS BUSINESS COACHING LTD,12416025,,,14 OLD FULWOOD ROAD,,SHEFFIELD,,ENGLAND,S10 3TG,Private Limited Company,Active,United Kingdom,,21/01/2020,31.0,1.0,31/10/2025,31/01/2024,MICRO ENTITY,18/02/2021,,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/12416025,,,,,,,,,,,,,,,,,,,,,18/02/2025,04/02/2024
5108837,THRIVE LIVING YORKSHIRE LTD,15062017,,,101 WILLIAM STREET,BROOMHALL,SHEFFIELD,,ENGLAND,S10 2BZ,Private Limited Company,Active,United Kingdom,,10/08/2023,31.0,8.0,10/05/2025,,NO ACCOUNTS FILED,07/09/2024,,0,0,0,0,96090 - Other service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/15062017,,,,,,,,,,,,,,,,,,,,,23/08/2025,09/08/2024
5108897,THRIVE PHYSIOTHERAPY LTD,15028808,,,36 GLENCOE ROAD,,SHEFFIELD,,ENGLAND,S2 2SR,Private Limited Company,Active,United Kingdom,,25/07/2023,31.0,7.0,25/04/2025,,NO ACCOUNTS FILED,22/08/2024,,0,0,0,0,96040 - Physical well-being activities,,,,0,0,http://business.data.gov.uk/id/company/15028808,,,,,,,,,,,,,,,,,,,,,07/08/2025,24/07/2024
5108979,THRIVE SOUTH YORKSHIRE LTD,12986550,,,DINNINGTON BUSINESS CENTRE OUTGANG LANE,DINNINGTON,SHEFFIELD,,ENGLAND,S25 3QX,Private Limited Company,Active,United Kingdom,,30/10/2020,31.0,10.0,31/07/2025,31/10/2023,TOTAL EXEMPTION FULL,27/11/2021,,0,0,0,0,85590 - Other education n.e.c.,85600 - Educational support services,,,0,0,http://business.data.gov.uk/id/company/12986550,,,,,,,,,,,,,,,,,,,,,12/11/2025,29/10/2024
5109099,THRIVE-OLOGY LTD,14480141,,,362 SHARROW LANE,,SHEFFIELD,,ENGLAND,S11 8AU,Private Limited Company,Active,United Kingdom,,11/11/2022,31.0,3.0,31/12/2024,31/03/2023,MICRO ENTITY,09/12/2023,,0,0,0,0,86900 - Other human health activities,,,,0,0,http://business.data.gov.uk/id/company/14480141,,,,,,,,,,,,,,,,,,,,,24/11/2025,10/11/2024
5109138,THRIVELOGIC LTD,15007823,,,10 CARTER KNOWLE ROAD,,SHEFFIELD,,ENGLAND,S7 2DX,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,17/07/2023,31.0,7.0,17/04/2025,,NO ACCOUNTS FILED,14/08/2024,,0,0,0,0,10860 - Manufacture of homogenized food preparations and dietetic food,,,,0,0,http://business.data.gov.uk/id/company/15007823,,,,,,,,,,,,,,,,,,,,,30/07/2024,
5109197,THRIVEYE LIMITED,15629629,,,UNIT F WINSTON BUSINESS PARK,CHURCHILL WAY,SHEFFIELD,,UNITED KINGDOM,S35 2PS,Private Limited Company,Active,United Kingdom,,09/04/2024,30.0,4.0,09/01/2026,,NO ACCOUNTS FILED,07/05/2025,,0,0,0,0,62090 - Other information technology service activities,,,,0,0,http://business.data.gov.uk/id/company/15629629,,,,,,,,,,,,,,,,,,,,,22/04/2025,
5109349,THROGMORTON FINANCIAL ADVICE LIMITED,07265926,,,31 PETERBOROUGH DRIVE,,SHEFFIELD,SOUTH YORKSHIRE,ENGLAND,S10 4JB,Private Limited Company,Active,United Kingdom,,26/05/2010,31.0,5.0,28/02/2026,31/05/2024,TOTAL EXEMPTION FULL,23/06/2017,26/05/2016,0,0,0,0,64999 - Financial intermediation not elsewhere classified,,,,0,0,http://business.data.gov.uk/id/company/07265926,18/11/2013,THROUGMORTON FINANCIAL ADVISE LIMITED,15/11/2013,THROGMORTON (IFA) LTD,,,,,,,,,,,,,,,,,08/06/2025,25/05/2024
5109513,THROUGH THE EYE LTD,12457833,,,283 MAIN ROAD,DARNALL,SHEFFIELD,,UNITED KINGDOM,S9 4QD,Private Limited Company,Active,United Kingdom,,12/02/2020,31.0,3.0,31/03/2025,31/03/2023,MICRO ENTITY,12/03/2021,,0,0,0,0,93290 - Other amusement and recreation activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/12457833,29/03/2023,BRO'S CONSTRUCTION SERVICES LTD,,,,,,,,,,,,,,,,,,,16/04/2025,02/04/2024
5109523,THROUGH THE HOOPS LIMITED,04460995,,,5 CARSON ROAD,,SHEFFIELD,,,S10 1UR,Private Limited Company,Active,United Kingdom,,13/06/2002,31.0,3.0,31/12/2025,31/03/2024,MICRO ENTITY,11/07/2017,13/06/2016,0,0,0,0,"74909 - Other professional, scientific and technical activities n.e.c.",,,,0,0,http://business.data.gov.uk/id/company/04460995,,,,,,,,,,,,,,,,,,,,,27/06/2025,13/06/2024
5109592,THROW & ARROW LTD,14603935,,,16 EMERSON CRESCENT,,SHEFFIELD,,ENGLAND,S5 7SU,Private Limited Company,Active,United Kingdom,,19/01/2023,30.0,1.0,19/01/2025,,NO ACCOUNTS FILED,16/02/2024,,0,0,0,0,"47640 - Retail sale of sports goods, fishing gear, camping goods, boats and bicycles",93199 - Other sports activities,93290 - Other amusement and recreation activities n.e.c.,,0,0,http://business.data.gov.uk/id/company/14603935,,,,,,,,,,,,,,,,,,,,,01/02/2025,18/01/2024
5109826,THS MARKETING LIMITED,15279636,,,30 STRUAN ROAD,,SHEFFIELD,,ENGLAND,S7 2EH,Private Limited Company,Active,United Kingdom,,13/11/2023,30.0,11.0,13/08/2025,,NO ACCOUNTS FILED,11/12/2024,,0,0,0,0,58190 - Other publishing activities,,,,0,0,http://business.data.gov.uk/id/company/15279636,,,,,,,,,,,,,,,,,,,,,26/11/2024,
5110176,THUNDER GROUP UK LIMITED,09543438,,,UNIT 2A,CLAYWHEELS LANE,SHEFFIELD,,ENGLAND,S6 1LZ,Private Limited Company,Active,United Kingdom,,15/04/2015,31.0,12.0,30/09/2025,31/12/2023,TOTAL EXEMPTION FULL,13/05/2017,15/04/2016,0,0,0,0,46900 - Non-specialised wholesale trade,,,,0,0,http://business.data.gov.uk/id/company/09543438,,,,,,,,,,,,,,,,,,,,,29/04/2025,15/04/2024
5110411,THUNDERLIGHTNING RECORDINGS LIMITED,08357072,,,THE OLD WORKSHOP,1 ECCLESALL ROAD SOUTH,SHEFFIELD,,ENGLAND,S11 9PA,Private Limited Company,Active,United Kingdom,,11/01/2013,31.0,1.0,31/01/2025,31/01/2023,MICRO ENTITY,12/05/2017,14/04/2016,0,0,0,0,59200 - Sound recording and music publishing activities,,,,0,0,http://business.data.gov.uk/id/company/08357072,04/03/2015,THNDRLGHTNG RECORDINGS LIMITED,,,,,,,,,,,,,,,,,,,31/03/2025,17/03/2024
5110552,THURCROFT EARLY YEARS LTD,11431601,,,C/O GRAYWOODS 4TH FLOOR FOUNTAIN PRECINCT,LEOPOLD STREET,SHEFFIELD,,,S1 2JA,Private Limited Company,Liquidation,United Kingdom,,25/06/2018,30.0,6.0,31/03/2023,30/06/2021,TOTAL EXEMPTION FULL,23/07/2019,,0,0,0,0,88910 - Child day-care activities,,,,0,0,http://business.data.gov.uk/id/company/11431601,,,,,,,,,,,,,,,,,,,,,08/07/2023,24/06/2022
5110560,THURCROFT TOP BARBERS LTD,14389903,,,228 MIDDLEWOOD ROAD,,SHEFFIELD,,ENGLAND,S6 1TE,Private Limited Company,Active,United Kingdom,,30/09/2022,30.0,9.0,30/06/2025,30/09/2023,DORMANT,28/10/2023,,0,0,0,0,96020 - Hairdressing and other beauty treatment,,,,0,0,http://business.data.gov.uk/id/company/14389903,,,,,,,,,,,,,,,,,,,,,13/10/2024,29/09/2023
5110579,THURGENUISWRLD LTD,15369703,,,15 STEADE ROAD,,SHEFFIELD,,ENGLAND,S7 1DS,Private Limited Company,Active,United Kingdom,,25/12/2023,31.0,12.0,25/09/2025,,NO ACCOUNTS FILED,22/01/2025,,0,0,0,0,14141 - Manufacture of men's underwear,,,,0,0,http://business.data.gov.uk/id/company/15369703,,,,,,,,,,,,,,,,,,,,,07/01/2025,
5110581,THURGOLAND CHILDCARE,04409008,,,THURGOLAND CHILDCARE HALIFAX ROAD,THURGOLAND,SHEFFIELD,,,S35 7AL,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)",Active,United Kingdom,,04/04/2002,31.0,8.0,31/05/2025,31/08/2023,MICRO ENTITY,10/12/2016,12/11/2015,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/04409008,01/07/2011,THURGOLAND PRE-SCHOOL,,,,,,,,,,,,,,,,,,,26/11/2024,12/11/2023
5110582,THURGOLAND HOLDINGS COMPANY LIMITED,14821252,,,PALM TREE WORKS,31 STANIFORTH ROAD,SHEFFIELD,,UNITED KINGDOM,S9 3HB,Private Limited Company,Active,United Kingdom,,24/04/2023,31.0,5.0,28/02/2026,31/05/2024,TOTAL EXEMPTION FULL,22/05/2024,,0,0,0,0,64209 - Activities of other holding companies n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/14821252,,,,,,,,,,,,,,,,,,,,,07/05/2025,23/04/2024
5110584,THURGOLAND OUT OF SCHOOL CLUB LIMITED,04810012,C/O MRS EMMA SCOFFIELD,,16-18 STATION ROAD,CHAPELTOWN,SHEFFIELD,SOUTH YORKSHIRE,,S35 2XH,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,,25/06/2003,31.0,8.0,31/05/2025,31/08/2023,TOTAL EXEMPTION FULL,23/07/2017,25/06/2016,0,0,0,0,88910 - Child day-care activities,93290 - Other amusement and recreation activities n.e.c.,,,0,0,http://business.data.gov.uk/id/company/04810012,,,,,,,,,,,,,,,,,,,,,09/07/2025,25/06/2024
5110585,THURGOLAND TRAVEL LTD,08919905,,,5 HOLLINMOOR VIEW,THURGOLAND,SHEFFIELD,SOUTH YORKSHIRE,,S35 7EE,Private Limited Company,Active,United Kingdom,,03/03/2014,31.0,3.0,31/12/2025,31/03/2024,MICRO ENTITY,31/03/2017,03/03/2016,1,1,0,0,49320 - Taxi operation,,,,0,0,http://business.data.gov.uk/id/company/08919905,,,,,,,,,,,,,,,,,,,,,24/01/2025,10/01/2024
5110721,THURLSTONE ESTATES LIMITED,12628232,,,FOX HOUSE 1 FOX VALLEY WAY,STOCKSBRIDGE,SHEFFIELD,SOUTH YORKSHIRE,ENGLAND,S36 2AA,Private Limited Company,Active,United Kingdom,,28/05/2020,31.0,5.0,28/02/2025,31/05/2023,TOTAL EXEMPTION FULL,25/06/2021,,1,1,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/12628232,,,,,,,,,,,,,,,,,,,,,10/06/2025,27/05/2024
