,CompanyName, CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1, RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE, PreviousName_1.CompanyName, PreviousName_2.CONDATE, PreviousName_2.CompanyName,PreviousName_3.CONDATE, PreviousName_3.CompanyName,PreviousName_4.CONDATE, PreviousName_4.CompanyName,PreviousName_5.CONDATE, PreviousName_5.CompanyName,PreviousName_6.CONDATE, PreviousName_6.CompanyName,PreviousName_7.CONDATE, PreviousName_7.CompanyName,PreviousName_8.CONDATE, PreviousName_8.CompanyName,PreviousName_9.CONDATE, PreviousName_9.CompanyName,PreviousName_10.CONDATE, PreviousName_10.CompanyName,ConfStmtNextDueDate, ConfStmtLastMadeUpDate
349122,ANBE MANAGEMENT SERVICES LIMITED,08591160,,,STUDIO 21 SUM STUDIOS,1 HARTLEY STREET,SHEFFIELD,,ENGLAND,S2 3AQ,Private Limited Company,Active,United Kingdom,,01/07/2013,30.0,9.0,30/06/2025,30/09/2023,MICRO ENTITY,29/07/2016,01/07/2015,0,0,0,0,43390 - Other building completion and finishing,81210 - General cleaning of buildings,81300 - Landscape service activities,82110 - Combined office administrative service activities,0,0,http://business.data.gov.uk/id/company/08591160,,,,,,,,,,,,,,,,,,,,,10/05/2025,26/04/2024
349288,ANCA BUSINESS CONSULTANCY LTD,12164655,,,C/O GRAYWOODS,4TH FLOOR  FOUNTAIN PRECINCT,SHEFFIELD,,,S1 2JA,Private Limited Company,Liquidation,United Kingdom,,19/08/2019,31.0,8.0,31/05/2023,31/08/2021,TOTAL EXEMPTION FULL,16/09/2020,,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/12164655,,,,,,,,,,,,,,,,,,,,,01/09/2023,18/08/2022
349295,ANCA CONSULTANTS LTD,10012107,,,12 BINGHAM PARK ROAD,,SHEFFIELD,,ENGLAND,S11 7BD,Private Limited Company,Active,United Kingdom,,18/02/2016,28.0,2.0,30/11/2025,29/02/2024,MICRO ENTITY,18/03/2017,,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/10012107,,,,,,,,,,,,,,,,,,,,,03/03/2025,17/02/2024
349576,ANCHOR & DASH LIMITED,10806622,,,58 FRASER CRESCENT,,SHEFFIELD,SOUTH YORKSHIRE,ENGLAND,S8 0JD,Private Limited Company,Active,United Kingdom,,07/06/2017,30.0,6.0,31/03/2025,30/06/2023,TOTAL EXEMPTION FULL,05/07/2018,,0,0,0,0,73120 - Media representation services,74100 - specialised design activities,,,0,0,http://business.data.gov.uk/id/company/10806622,,,,,,,,,,,,,,,,,,,,,20/06/2025,06/06/2024
349809,ANCHOR INN (SWANAGE) LTD,12109335,,,"ROSLYNS, SUITE C, THE QUADRANT",99 PARKWAY AVENUE,SHEFFIELD,SOUTH YORKSHIRE,ENGLAND,S9 4WG,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,17/07/2019,31.0,7.0,30/04/2024,31/07/2022,TOTAL EXEMPTION FULL,14/08/2020,,0,0,0,0,56302 - Public houses and bars,,,,0,0,http://business.data.gov.uk/id/company/12109335,,,,,,,,,,,,,,,,,,,,,23/01/2024,09/01/2023
349847,ANCHOR LTD,15421290,,,UNIT 6 SHEPCOTE OFFICE VILLAGE,333 SHEPCOTE LANE,SHEFFIELD,,ENGLAND,S9 1TG,Private Limited Company,Active,United Kingdom,,17/01/2024,31.0,1.0,17/10/2025,,NO ACCOUNTS FILED,14/02/2025,,1,1,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/15421290,,,,,,,,,,,,,,,,,,,,,30/01/2025,
349849,ANCHOR MAGNETS (UK) LIMITED,03521196,,,BANKSIDE WORKS,DARNALL ROAD,SHEFFIELD,SOUTH YORKSHIRE,,S9 5AH,Private Limited Company,Active,United Kingdom,,03/03/1998,31.0,12.0,30/09/2025,31/12/2023,DORMANT,20/02/2017,23/01/2016,7,0,0,7,99999 - Dormant Company,,,,0,0,http://business.data.gov.uk/id/company/03521196,,,,,,,,,,,,,,,,,,,,,06/02/2025,23/01/2024
349850,ANCHOR MAGNETS HOLDINGS LIMITED,16010585,,,BANKSIDE WORKS,DARNALL ROAD,SHEFFIELD,SOUTH YORKSHIRE,UNITED KINGDOM,S9 5AH,Private Limited Company,Active,United Kingdom,,10/10/2024,31.0,12.0,30/09/2025,,NO ACCOUNTS FILED,07/11/2025,,0,0,0,0,32990 - Other manufacturing n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/16010585,,,,,,,,,,,,,,,,,,,,,15/11/2025,01/11/2024
349851,ANCHOR MAGNETS LIMITED,08610402,,,BANKSIDE WORKS,DARNALL ROAD,SHEFFIELD,SOUTH YORKSHIRE,,S9 5AH,Private Limited Company,Active,United Kingdom,,15/07/2013,31.0,12.0,30/09/2025,31/12/2023,SMALL,12/08/2016,15/07/2015,5,2,0,3,32990 - Other manufacturing n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/08610402,03/01/2018,ANCHOR MAGNETS HOLDINGS LIMITED,,,,,,,,,,,,,,,,,,,18/11/2025,04/11/2024
349856,ANCHOR MANUFACTURING LIMITED,03887898,,,70 BROAD OAKS,ATTERCLIFFE,SHEFFIELD,SOUTH YORKSHIRE,,S9 3HJ,Private Limited Company,Active,United Kingdom,,02/12/1999,31.0,3.0,31/12/2024,31/03/2023,TOTAL EXEMPTION FULL,30/12/2016,02/12/2015,0,0,0,0,25990 - Manufacture of other fabricated metal products n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/03887898,,,,,,,,,,,,,,,,,,,,,16/12/2024,02/12/2023
349910,ANCHOR POINT RETAIL LTD,08226606,,,343 BRAMALL LANE,,SHEFFIELD,,,S2 4RR,Private Limited Company,Active,United Kingdom,,24/09/2012,30.0,9.0,30/06/2025,30/09/2023,UNAUDITED ABRIDGED,22/10/2016,24/09/2015,0,0,0,0,"47110 - Retail sale in non-specialised stores with food, beverages or tobacco predominating",,,,0,0,http://business.data.gov.uk/id/company/08226606,09/09/2013,ANCHOR POINT MONEY LIMITED,,,,,,,,,,,,,,,,,,,14/10/2025,30/09/2024
350017,ANCHOR TOOL LTD,12672204,,,UNIT 2,OTTER STREET,SHEFFIELD,SOUTH YORKSHIRE,UNITED KINGDOM,S9 3WL,Private Limited Company,Active,United Kingdom,,15/06/2020,30.0,6.0,31/03/2025,30/06/2023,MICRO ENTITY,13/07/2021,,0,0,0,0,47789 - Other retail sale of new goods in specialised stores (not commercial art galleries and opticians),,,,0,0,http://business.data.gov.uk/id/company/12672204,,,,,,,,,,,,,,,,,,,,,28/06/2025,14/06/2024
350030,ANCHOR VINE LIMITED,15212532,,,46 WESTON VIEW,,SHEFFIELD,,UNITED KINGDOM,S10 5BZ,Private Limited Company,Active,United Kingdom,,16/10/2023,31.0,1.0,16/07/2025,,NO ACCOUNTS FILED,13/11/2024,,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/15212532,17/11/2023,GROWTH PATHWAYS LTD,,,,,,,,,,,,,,,,,,,29/10/2025,15/10/2024
350369,ANCIENT WISDOM MARKETING LIMITED,04108870,,,AFFINITY PARK,EUROPA DRIVE,SHEFFIELD,SOUTH YORKSHIRE,ENGLAND,S9 1XT,Private Limited Company,Active,United Kingdom,,16/11/2000,31.0,3.0,31/12/2024,31/03/2023,UNAUDITED ABRIDGED,14/12/2016,16/11/2015,3,2,0,1,18129 - Printing n.e.c.,46900 - Non-specialised wholesale trade,47789 - Other retail sale of new goods in specialised stores (not commercial art galleries and opticians),82990 - Other business support service activities n.e.c.,0,0,http://business.data.gov.uk/id/company/04108870,,,,,,,,,,,,,,,,,,,,,30/11/2025,16/11/2024
350428,ANCN LTD,09523661,,,169 RUSTLINGS ROAD,,SHEFFIELD,,UNITED KINGDOM,S11 7AD,Private Limited Company,Active,United Kingdom,,02/04/2015,30.0,4.0,31/01/2025,30/04/2023,MICRO ENTITY,30/04/2017,02/04/2016,0,0,0,0,96040 - Physical well-being activities,,,,0,0,http://business.data.gov.uk/id/company/09523661,,,,,,,,,,,,,,,,,,,,,16/04/2025,02/04/2024
350443,ANCO DIGITAL LIMITED,08557159,,,THE STABLES,BERNARD ROAD,SHEFFIELD,,ENGLAND,S2 5BQ,Private Limited Company,Active,United Kingdom,,05/06/2013,30.0,9.0,30/06/2025,30/09/2023,MICRO ENTITY,03/07/2017,05/06/2016,0,0,0,0,73120 - Media representation services,,,,0,0,http://business.data.gov.uk/id/company/08557159,,,,,,,,,,,,,,,,,,,,,13/03/2025,27/02/2024
350648,ANCUTA LOGISTICS LIMITED,15904474,,,17 HAWKSHEAD ROAD,,SHEFFIELD,,ENGLAND,S4 8BB,Private Limited Company,Active,United Kingdom,,19/08/2024,31.0,8.0,19/05/2026,,NO ACCOUNTS FILED,16/09/2025,,0,0,0,0,49410 - Freight transport by road,,,,0,0,http://business.data.gov.uk/id/company/15904474,,,,,,,,,,,,,,,,,,,,,01/09/2025,
350662,AND & NIC SERVICES LTD,15668301,,,16 BATEMOOR DRIVE,,SHEFFIELD,,ENGLAND,S8 8EB,Private Limited Company,Active,United Kingdom,,22/04/2024,30.0,4.0,22/01/2026,,NO ACCOUNTS FILED,20/05/2025,,0,0,0,0,"23320 - Manufacture of bricks, tiles and construction products, in baked clay",,,,0,0,http://business.data.gov.uk/id/company/15668301,,,,,,,,,,,,,,,,,,,,,05/05/2025,
350824,AND OTHER STORIES PUBLISHING C.I.C.,07140962,,,C/O ROYSTON PARKIN LTD 2 PRESIDENT BUILDINGS,SAVILE STREET EAST,SHEFFIELD,,UNITED KINGDOM,S4 7UQ,Community Interest Company,Active,United Kingdom,,29/01/2010,31.0,12.0,30/09/2025,31/12/2023,MICRO ENTITY,26/02/2017,29/01/2016,0,0,0,0,58110 - Book publishing,,,,0,0,http://business.data.gov.uk/id/company/07140962,,,,,,,,,,,,,,,,,,,,,12/02/2025,29/01/2024
351183,ANDARAY (ENGINEERING) LIMITED,01355080,,,TEMPLEBOROUGH WORKS,SHEFFIELD ROAD,SHEFFIELD,SOUTH YORKSHIRE,,S9 1RS,Private Limited Company,Active,United Kingdom,,01/03/1978,28.0,2.0,18/04/2008,31/03/2006,SMALL,11/11/2008,14/10/2007,12,0,0,12,"2874 - Manufacture fasteners, screw, chains etc.",,,,0,0,http://business.data.gov.uk/id/company/01355080,,,,,,,,,,,,,,,,,,,,,28/10/2016,
351184,ANDARAY (HOLDINGS) LIMITED,01156047,,,TEMPLEBOROUGH WORKS,SHEFFIELD ROAD,SHEFFIELD,SOUTH YORKSHIRE,ENGLAND,S9 1RS,Private Limited Company,Active,United Kingdom,,09/01/1974,31.0,12.0,30/09/2025,31/12/2023,FULL,11/11/2016,14/10/2015,16,5,0,11,"77390 - Renting and leasing of other machinery, equipment and tangible goods n.e.c.",,,,0,0,http://business.data.gov.uk/id/company/01156047,,,,,,,,,,,,,,,,,,,,,28/12/2024,14/12/2023
351356,ANDEB AUTOSUPPLIES LTD,07671482,,,ALISON BUSINESS CENTRE,40 ALISON CRESCENT,SHEFFIELD,,,S2 1AS,Private Limited Company,Active,United Kingdom,,15/06/2011,31.0,3.0,31/12/2025,31/03/2024,TOTAL EXEMPTION FULL,13/07/2017,15/06/2016,0,0,0,0,45112 - Sale of used cars and light motor vehicles,45320 - Retail trade of motor vehicle parts and accessories,,,0,0,http://business.data.gov.uk/id/company/07671482,12/01/2017,ANDEB AUTOS LIMITED,,,,,,,,,,,,,,,,,,,29/06/2025,15/06/2024
351374,ANDEHT LTD,15574244,,,3 NORMANTON GARDENS,,SHEFFIELD,SOUTH YORKSHIRE,UNITED KINGDOM,S4 7EN,Private Limited Company,Active,United Kingdom,,18/03/2024,31.0,3.0,18/12/2025,,NO ACCOUNTS FILED,15/04/2025,,0,0,0,0,68100 - Buying and selling of own real estate,68320 - Management of real estate on a fee or contract basis,,,0,0,http://business.data.gov.uk/id/company/15574244,,,,,,,,,,,,,,,,,,,,,17/04/2025,03/04/2024
352238,ANDERSON RESIDENTIAL LIMITED,04665283,,,63 MIDDLEWOOD ROAD,,SHEFFIELD,,,S6 4GW,Private Limited Company,Active,United Kingdom,,13/02/2003,31.0,3.0,31/12/2024,31/03/2023,TOTAL EXEMPTION FULL,27/02/2017,30/01/2016,0,0,0,0,68310 - Real estate agencies,,,,0,0,http://business.data.gov.uk/id/company/04665283,12/08/2014,EWB ESTATE AGENTS LIMITED,,,,,,,,,,,,,,,,,,,13/02/2025,30/01/2024
352340,ANDERSON TILING LIMITED,06041861,,,REDLANDS BUSINESS CENTRE,3-5 TAPTON HOUSE ROAD,SHEFFIELD,,ENGLAND,S10 5BY,Private Limited Company,Active,United Kingdom,,04/01/2007,31.0,3.0,31/12/2025,31/03/2024,TOTAL EXEMPTION FULL,01/02/2017,04/01/2016,1,1,0,0,43330 - Floor and wall covering,,,,0,0,http://business.data.gov.uk/id/company/06041861,,,,,,,,,,,,,,,,,,,,,20/01/2025,06/01/2024
352822,ANDINA ELECTRICIDAD LIMITED,06008134,,,1-3 CHARTER SQUARE,,SHEFFIELD,,ENGLAND,S1 4HS,Private Limited Company,Active,United Kingdom,,23/11/2006,30.0,11.0,31/08/2025,30/11/2023,DORMANT,21/12/2016,23/11/2015,0,0,0,0,35120 - Transmission of electricity,74990 - Non-trading company,,,0,0,http://business.data.gov.uk/id/company/06008134,24/07/2015,ANDES ENERGY LIMITED,,,,,,,,,,,,,,,,,,,07/12/2025,23/11/2024
352828,ANDINA PLC,08095058,,,1-3 CHARTER SQUARE,,SHEFFIELD,,ENGLAND,S1 4HS,Public Limited Company,Active,United Kingdom,,06/06/2012,31.0,12.0,30/06/2025,31/12/2023,GROUP,04/07/2017,06/06/2016,0,0,0,0,35110 - Production of electricity,35130 - Distribution of electricity,,,0,0,http://business.data.gov.uk/id/company/08095058,,,,,,,,,,,,,,,,,,,,,20/06/2025,06/06/2024
353252,ANDOZ LIMITED,12655034,,,2 HUTCLIFFE WOOD ROAD,,SHEFFIELD,,ENGLAND,S8 0EX,Private Limited Company,Active,United Kingdom,,09/06/2020,30.0,6.0,31/03/2026,30/06/2024,TOTAL EXEMPTION FULL,07/07/2021,,2,2,0,0,56103 - Take-away food shops and mobile food stands,,,,0,0,http://business.data.gov.uk/id/company/12655034,,,,,,,,,,,,,,,,,,,,,22/05/2025,08/05/2024
353796,ANDREASS LTD,15254611,,,129 GREYSTONE ROAD,,SHEFFIELD,,UNITED KINGDOM,S11 7BS,Private Limited Company,Active,United Kingdom,,02/11/2023,30.0,11.0,02/08/2025,,NO ACCOUNTS FILED,30/11/2024,,0,0,0,0,41202 - Construction of domestic buildings,,,,0,0,http://business.data.gov.uk/id/company/15254611,,,,,,,,,,,,,,,,,,,,,15/11/2024,
353935,ANDREI BALUTEANU LIMITED,10995035,,,422 MAIN ROAD,,SHEFFIELD,,ENGLAND,S9 4QL,Private Limited Company,Liquidation,United Kingdom,,04/10/2017,31.0,10.0,31/07/2024,31/10/2022,MICRO ENTITY,01/11/2018,,0,0,0,0,52290 - Other transportation support activities,,,,0,0,http://business.data.gov.uk/id/company/10995035,,,,,,,,,,,,,,,,,,,,,17/10/2023,03/10/2022
354166,ANDRENIAK SERV LTD,15118907,,,35 TRIPPET LN,,SHEFFIELD,,UNITED KINGDOM,S1 4EJ,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,06/09/2023,30.0,9.0,06/06/2025,,NO ACCOUNTS FILED,04/10/2024,,0,0,0,0,62012 - Business and domestic software development,,,,0,0,http://business.data.gov.uk/id/company/15118907,,,,,,,,,,,,,,,,,,,,,19/09/2024,
354319,ANDREW B PROPERTY LTD,11148297,,,26 HARWOOD GARDENS,WATERTHORPE,SHEFFIELD,,ENGLAND,S20 7LE,Private Limited Company,Active,United Kingdom,,15/01/2018,31.0,1.0,31/10/2025,31/01/2024,MICRO ENTITY,12/02/2019,,0,0,0,0,68100 - Buying and selling of own real estate,68201 - Renting and operating of Housing Association real estate,68209 - Other letting and operating of own or leased real estate,68320 - Management of real estate on a fee or contract basis,0,0,http://business.data.gov.uk/id/company/11148297,,,,,,,,,,,,,,,,,,,,,05/05/2025,21/04/2024
354372,ANDREW BAXTER LTD,07713904,,,12 ALEXANDRA GARDENS,,SHEFFIELD,,ENGLAND,S11 9DQ,Private Limited Company,Active,United Kingdom,,21/07/2011,31.0,7.0,30/04/2025,31/07/2023,TOTAL EXEMPTION FULL,18/08/2016,21/07/2015,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/07713904,,,,,,,,,,,,,,,,,,,,,24/07/2025,10/07/2024
354384,ANDREW BELL LTD,12013652,,,52A HIGH STREET,BEIGHTON,SHEFFIELD,SOUTH YORKSHIRE,,S20 1ED,Private Limited Company,Active,United Kingdom,,23/05/2019,5.0,4.0,05/01/2026,05/04/2024,MICRO ENTITY,20/06/2020,,0,0,0,0,41100 - Development of building projects,,,,0,0,http://business.data.gov.uk/id/company/12013652,,,,,,,,,,,,,,,,,,,,,05/06/2025,22/05/2024
354562,ANDREW C MILLER LIMITED,04611465,,,16 ABBEYDALE PARK CRESCENT,DORE,SHEFFIELD,SOUTH YORKSHIRE,,S17 3PA,Private Limited Company,Active,United Kingdom,,06/12/2002,31.0,3.0,31/12/2024,31/03/2023,MICRO ENTITY,03/01/2017,06/12/2015,0,0,0,0,68310 - Real estate agencies,,,,0,0,http://business.data.gov.uk/id/company/04611465,29/03/2005,DANUM MORTGAGE SERVICES LIMITED ,,,,,,,,,,,,,,,,,,,20/12/2024,06/12/2023
354565,ANDREW C. RICHARDS LIMITED,06407393,,,15 CHRISTCHURCH ROAD,PITSMOOR,SHEFFIELD,SOUTH YORKSHIRE,,S3 9HN,Private Limited Company,Active,United Kingdom,,23/10/2007,31.0,10.0,31/07/2025,31/10/2023,MICRO ENTITY,20/11/2016,23/10/2015,0,0,0,0,62020 - Information technology consultancy activities,"63110 - Data processing, hosting and related activities",,,0,0,http://business.data.gov.uk/id/company/06407393,,,,,,,,,,,,,,,,,,,,,06/11/2025,23/10/2024
354602,ANDREW CASH ASSOCIATES LIMITED,13026691,,,HOLLIS & CO,35 WILKINSON STREET,SHEFFIELD,,UNITED KINGDOM,S10 2GB,Private Limited Company,Active,United Kingdom,,17/11/2020,31.0,3.0,31/12/2024,31/03/2023,TOTAL EXEMPTION FULL,15/12/2021,,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/13026691,,,,,,,,,,,,,,,,,,,,,30/11/2024,16/11/2023
354642,ANDREW CLARK ADVISORY LIMITED,14055669,,,101 BOWER ROAD,,SHEFFIELD,,ENGLAND,S10 1ER,Private Limited Company,Active,United Kingdom,,20/04/2022,31.0,3.0,31/12/2025,31/03/2024,MICRO ENTITY,18/05/2023,,0,0,0,0,69201 - Accounting and auditing activities,,,,0,0,http://business.data.gov.uk/id/company/14055669,,,,,,,,,,,,,,,,,,,,,03/05/2025,19/04/2024
354928,ANDREW ELLAWAY LIMITED,04620124,LANDIN WILCOCK & CO,,68 QUEEN STREET,,SHEFFIELD,,,S1 1WR,Private Limited Company,Active,United Kingdom,,18/12/2002,31.0,3.0,31/12/2024,30/03/2023,TOTAL EXEMPTION FULL,15/01/2017,18/12/2015,0,0,0,0,45200 - Maintenance and repair of motor vehicles,,,,0,0,http://business.data.gov.uk/id/company/04620124,30/03/2010,SMITHY BRIDGE GARAGE LIMITED,,,,,,,,,,,,,,,,,,,01/01/2025,18/12/2023
355076,ANDREW GODDARD CONSULTING LIMITED,15788877,,,228 MIDDLEWOOD ROAD,,SHEFFIELD,,ENGLAND,S6 1TE,Private Limited Company,Active,United Kingdom,,19/06/2024,30.0,6.0,19/03/2026,,NO ACCOUNTS FILED,17/07/2025,,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/15788877,,,,,,,,,,,,,,,,,,,,,02/07/2025,
355191,ANDREW HARRISON LTD,11295866,,,6A STATION ROAD,ECKINGTON,SHEFFIELD,,UNITED KINGDOM,S21 4FX,Private Limited Company,Active,United Kingdom,,06/04/2018,30.0,4.0,31/01/2025,30/04/2023,MICRO ENTITY,04/05/2019,,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/11295866,,,,,,,,,,,,,,,,,,,,,28/03/2025,14/03/2024
355294,ANDREW HOUSE LTD,15439599,,,6A STATION ROAD,ECKINGTON,SHEFFIELD,,ENGLAND,S21 4FX,Private Limited Company,Active,United Kingdom,,24/01/2024,31.0,1.0,24/10/2025,,NO ACCOUNTS FILED,21/02/2025,,0,0,0,0,56101 - Licensed restaurants,,,,0,0,http://business.data.gov.uk/id/company/15439599,,,,,,,,,,,,,,,,,,,,,06/02/2025,
355361,ANDREW J NICHOLSON LTD,11403929,,,511 RIDGEWAY ROAD,RIDGEWAY ROAD,SHEFFIELD,,ENGLAND,S12 2JY,Private Limited Company,Active,United Kingdom,,07/06/2018,30.0,6.0,31/03/2025,30/06/2023,MICRO ENTITY,05/07/2019,,0,0,0,0,45320 - Retail trade of motor vehicle parts and accessories,,,,0,0,http://business.data.gov.uk/id/company/11403929,,,,,,,,,,,,,,,,,,,,,20/06/2025,06/06/2024
355370,ANDREW J WALLIS LIMITED,05649065,,,THE HART SHAW BUILDING,"EUROPA LINK, SHEFFIELD BUSINESS PARK",SHEFFIELD,SOUTH YORKSHIRE,,S9 1XU,Private Limited Company,Liquidation,United Kingdom,,08/12/2005,28.0,2.0,30/11/2024,28/02/2023,TOTAL EXEMPTION FULL,05/01/2017,08/12/2015,0,0,0,0,70100 - Activities of head offices,,,,0,0,http://business.data.gov.uk/id/company/05649065,14/08/2013,BOSTON SEEDS LIMITED,,,,,,,,,,,,,,,,,,,15/11/2024,01/11/2023
355675,ANDREW LOFTHOUSE CONSULTANCY LTD,14816655,,,21 BARNFIELD DRIVE,,SHEFFIELD,SOUTH YORKSHIRE,UNITED KINGDOM,S10 5TB,Private Limited Company,Active,United Kingdom,,20/04/2023,30.0,4.0,31/01/2026,30/04/2024,TOTAL EXEMPTION FULL,18/05/2024,,0,0,0,0,66190 - Activities auxiliary to financial intermediation n.e.c.,70229 - Management consultancy activities other than financial management,,,0,0,http://business.data.gov.uk/id/company/14816655,,,,,,,,,,,,,,,,,,,,,18/04/2025,04/04/2024
355758,ANDREW MARSH FINANCIAL SERVICES LTD.,08347372,,,61 HARTLAND AVENUE,SOTHALL,SHEFFIELD,,ENGLAND,S20 2QA,Private Limited Company,Active,United Kingdom,,04/01/2013,31.0,12.0,30/09/2025,31/12/2023,TOTAL EXEMPTION FULL,01/02/2017,04/01/2016,0,0,0,0,64205 - Activities of financial services holding companies,,,,0,0,http://business.data.gov.uk/id/company/08347372,,,,,,,,,,,,,,,,,,,,,08/03/2025,22/02/2024
355888,ANDREW MOORE (CONSULTANTS) LIMITED,05785553,,,KINGSLEY PARK LODGE KINGSLEY PARK GROVE,ECCLESALL,SHEFFIELD,,ENGLAND,S11 9HL,Private Limited Company,Active,United Kingdom,,19/04/2006,31.0,3.0,31/12/2025,31/03/2024,TOTAL EXEMPTION FULL,17/05/2017,19/04/2016,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/05785553,,,,,,,,,,,,,,,,,,,,,03/05/2025,19/04/2024
356180,ANDREW REES CONTRACTS LTD,06544495,,,213 DERBYSHIRE LANE,NORTON LEES,SHEFFIELD,SOUTH YORKSHIRE,ENGLAND,S8 8SA,Private Limited Company,Liquidation,United Kingdom,,26/03/2008,30.0,4.0,31/01/2013,30/04/2011,TOTAL EXEMPTION SMALL,23/04/2012,26/03/2011,0,0,0,0,4521 - Gen construction & civil engineer,,,,0,0,http://business.data.gov.uk/id/company/06544495,,,,,,,,,,,,,,,,,,,,,09/04/2017,
356468,ANDREW SWARBRICK LIMITED,14236113,,,THE OLD WORKSHOP,1 ECCLESALL ROAD SOUTH,SHEFFIELD,SOUTH YORKSHIRE,UNITED KINGDOM,S11 9PA,Private Limited Company,Active,United Kingdom,,15/07/2022,31.0,7.0,30/04/2025,31/07/2023,MICRO ENTITY,12/08/2023,,0,0,0,0,59200 - Sound recording and music publishing activities,,,,0,0,http://business.data.gov.uk/id/company/14236113,,,,,,,,,,,,,,,,,,,,,28/07/2025,14/07/2024
356497,ANDREW TAYLOR PROPERTIES LTD,15575141,,,BIRLEY HAY FARM GEER LANE,BIRLEY HAY,SHEFFIELD,DERBYSHIRE,ENGLAND,S12 3YF,Private Limited Company,Active,United Kingdom,,19/03/2024,31.0,3.0,19/12/2025,,NO ACCOUNTS FILED,16/04/2025,,0,0,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/15575141,,,,,,,,,,,,,,,,,,,,,01/04/2025,
356502,ANDREW TELLING LIMITED,08786876,,,THE OLD WORKSHOP,1 ECCLESALL ROAD SOUTH,SHEFFIELD,,,S11 9PA,Private Limited Company,Active,United Kingdom,,22/11/2013,30.0,11.0,31/08/2025,30/11/2023,MICRO ENTITY,20/12/2016,22/11/2015,0,0,0,0,59112 - Video production activities,74100 - specialised design activities,74202 - Other specialist photography,,0,0,http://business.data.gov.uk/id/company/08786876,,,,,,,,,,,,,,,,,,,,,06/12/2025,22/11/2024
356559,ANDREW TRANSPORT LIMITED,15528788,,,28 ANDOVER STREET,,SHEFFIELD,,ENGLAND,S3 9EG,Private Limited Company,Active,United Kingdom,,28/02/2024,29.0,2.0,30/11/2025,,NO ACCOUNTS FILED,28/03/2025,,0,0,0,0,49410 - Freight transport by road,,,,0,0,http://business.data.gov.uk/id/company/15528788,,,,,,,,,,,,,,,,,,,,,13/03/2025,
356561,ANDREW TREGONING LTD,08917974,,,17 DONNINGTON ROAD,,SHEFFIELD,,ENGLAND,S2 2RF,Private Limited Company,Active,United Kingdom,,03/03/2014,30.0,6.0,31/03/2025,30/06/2023,MICRO ENTITY,31/03/2017,03/03/2016,0,0,0,0,59112 - Video production activities,,,,0,0,http://business.data.gov.uk/id/company/08917974,,,,,,,,,,,,,,,,,,,,,17/03/2025,03/03/2024
356587,ANDREW VANEZIS CARDIOLOGY LIMITED,14311936,,,QUEEN STREET CHAMBERS,68 QUEEN STREET,SHEFFIELD,,UNITED KINGDOM,S1 1WR,Private Limited Company,Active,United Kingdom,,23/08/2022,31.0,8.0,31/05/2025,31/08/2023,MICRO ENTITY,20/09/2023,,0,0,0,0,86220 - Specialists medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/14311936,,,,,,,,,,,,,,,,,,,,,05/09/2025,22/08/2024
