Time,sensorID,flowTotal,Nom_CO2_total,sensor,timestamp,AIRPRES,HUM,NO,NO2,PARTICLE_COUNT,PM1,PM10,PM2_5,PM4,TEMP,TSP,hour,month,day,dow,wkn
1681050600,SBT,407,49652,2450229,2023-04-09T15:30:00Z,1005.3,60.7,3.14,-3.52,163.85,85.24,186.23,167.49,185.88,14.9,186.23,15,4,09,7,14
1681052400,SBT,423,51893,2450229,2023-04-09T16:00:00Z,1005.2,58.6,0.88,-3.94,169.7,88.7,190.08,171.12,189.57,15.1,190.08,16,4,09,7,14
1681054200,SBT,412,51459,2450229,2023-04-09T16:30:00Z,1004.5,58.7,5.78,-3.1,157.66,83.8,176.7,159.85,176.01,14.8,176.7,16,4,09,7,14
1681056000,SBT,420,51913,2450229,2023-04-09T17:00:00Z,1003.8,60.1,21.33,-4.8,160.82,86.1,187.44,168.91,186.87,14.3,187.44,17,4,09,7,14
1681057800,SBT,407,51496,2450229,2023-04-09T17:30:00Z,1003.5,60.9,1.32,-5.92,176.17,94.91,209.98,189.05,209.49,14.3,209.98,17,4,09,7,14
1681059600,SBT,380,48090,2450229,2023-04-09T18:00:00Z,1003.3,62.3,4.68,-3.52,189.17,102.26,230.12,206.04,229.25,14.2,230.12,18,4,09,7,14
1681061400,SBT,425,51722,2450229,2023-04-09T18:30:00Z,1003.1,62.8,9.33,-6.56,185.48,100.21,227.56,203.83,226.89,14,227.56,18,4,09,7,14
1681063200,SBT,367,46255,2450229,2023-04-09T19:00:00Z,1002.9,63.2,4.86,-4.05,175.49,94.75,213.04,190.96,212.29,13.8,213.04,19,4,09,7,14
1681065000,SBT,369,46955,2450229,2023-04-09T19:30:00Z,1003.3,63.9,-0.3,-2.1,167.3,92.43,195.24,175.44,194.75,13.6,195.24,19,4,09,7,14
1681066800,SBT,370,47202,2450229,2023-04-09T20:00:00Z,1002.6,64.5,7.86,-5.25,181.95,101.61,218.36,195.44,217.43,13.4,218.36,20,4,09,7,14
1681068600,SBT,249,31403,2450229,2023-04-09T20:30:00Z,1002.5,64.4,7.27,-8.62,193.94,108.07,229.12,205.96,228.22,13.2,229.12,20,4,09,7,14
1681070400,SBT,255,32197,2450229,2023-04-09T21:00:00Z,1001.9,64.3,3.16,-7.08,187.37,104.86,222.51,200.27,221.7,13,222.51,21,4,09,7,14
1681072200,SBT,313,39358,2450229,2023-04-09T21:30:00Z,1001.5,64.2,9.9,-7.06,182.63,102.4,217.39,196.19,217.16,12.8,217.39,21,4,09,7,14
1681074000,SBT,269,34008,2450229,2023-04-09T22:00:00Z,1001.5,64.4,12.78,-4.13,188.2,104.14,222.94,200.8,222.56,12.6,222.94,22,4,09,7,14
1681079400,SBT,192,24443,2450229,2023-04-09T23:30:00Z,1000.6,63,0.67,-7.95,158.11,87.53,186.12,168.41,186.03,11.9,186.12,23,4,09,7,14
1681081200,SBT,184,23272,2450229,2023-04-10T00:00:00Z,999.9,66.3,-4.44,-7.31,190.14,104.01,224.84,202.59,224.82,11.6,224.84,0,4,10,1,15
1681083000,SBT,151,19239,2450229,2023-04-10T00:30:00Z,999,68.9,21.89,-12.48,188.22,102.37,228.3,204.36,228.27,11.3,228.3,0,4,10,1,15
1681084800,SBT,109,13401,2450229,2023-04-10T01:00:00Z,998.6,70.8,0.48,-5.89,201.38,109.05,251.69,223.2,250.66,10.9,251.69,1,4,10,1,15
1681086600,SBT,87,10885,2450229,2023-04-10T01:30:00Z,998.3,73.8,5.21,-9.26,198.18,99.59,277.81,241.13,277.58,10.6,277.81,1,4,10,1,15
1681088400,SBT,59,7504,2450229,2023-04-10T02:00:00Z,997.8,76,8.22,-6.86,211.19,104.01,300.74,259.65,300.49,10.1,300.74,2,4,10,1,15
1681090200,SBT,56,7463,2450229,2023-04-10T02:30:00Z,997.6,77.2,2.81,-11.45,242.21,114.88,367.67,313.14,367.16,9.9,367.67,2,4,10,1,15
1681092000,SBT,68,8232,2450229,2023-04-10T03:00:00Z,997.2,78.8,0.34,-1.73,210.26,103.58,313.79,268.07,313.54,9.7,313.79,3,4,10,1,15
1681093800,SBT,53,6265,2450229,2023-04-10T03:30:00Z,996.7,79.7,0.86,-9.54,219.86,107.2,320.57,274.91,320.48,9.6,320.57,3,4,10,1,15
1681095600,SBT,47,6265,2450229,2023-04-10T04:00:00Z,996.8,80.3,-1.62,-6.29,226.56,108.89,356.14,301.44,356.12,9.7,356.14,4,4,10,1,15
1681097400,SBT,39,5255,2450229,2023-04-10T04:30:00Z,996.2,80.7,7.23,-7.25,212.11,103.14,323.72,275.22,323.49,9.8,323.72,4,4,10,1,15
1681099200,SBT,43,5383,2450229,2023-04-10T05:00:00Z,995.8,81.3,10.06,-6.04,241.7,117.04,368.2,314.02,367.71,9.8,368.2,5,4,10,1,15
1681101000,SBT,55,6168,2450229,2023-04-10T05:30:00Z,995.7,81.6,16.19,-6.09,210.01,103.35,317.83,271.64,317.47,9.9,317.83,5,4,10,1,15
1681102800,SBT,69,8827,2450229,2023-04-10T06:00:00Z,995.8,81.8,3.34,-3.66,236.79,115.6,349.52,300.23,349.49,10,349.52,6,4,10,1,15
1681104600,SBT,88,10779,2450229,2023-04-10T06:30:00Z,995.4,82,-1.63,-3.67,245.63,120.53,375.36,321.15,375.2,10.1,375.36,6,4,10,1,15
1681106400,SBT,106,13304,2450229,2023-04-10T07:00:00Z,994.2,81.8,-8.87,-5.01,199.81,100.31,288.46,249.71,288.44,10.4,288.46,7,4,10,1,15
1681108200,SBT,141,17953,2450229,2023-04-10T07:30:00Z,994.1,81.4,-4.89,-10.77,219.52,109.26,332.57,285.5,332.57,10.9,332.57,7,4,10,1,15
1681110000,SBT,191,23925,2450229,2023-04-10T08:00:00Z,993.6,80.7,13.17,-9.13,205.26,104.41,300.55,259.81,300.55,11.3,300.55,8,4,10,1,15
1681111800,SBT,143,18273,2450229,2023-04-10T08:30:00Z,992.9,80.1,-0.84,-5.86,202.02,104.8,292.35,253.35,292.33,11.8,292.35,8,4,10,1,15
1681113600,SBT,188,23352,2450229,2023-04-10T09:00:00Z,993,79.3,4.47,-7.92,192.26,100.97,269.4,234.73,269.4,12.1,269.4,9,4,10,1,15
1681115400,SBT,185,23584,2450229,2023-04-10T09:30:00Z,992.1,77.9,24.41,-8.13,198.37,106.11,274.8,240.56,274.8,12.4,274.8,9,4,10,1,15
1681117200,SBT,299,37353,2450229,2023-04-10T10:00:00Z,991.3,77.3,9.59,-6,187.49,102.3,249.36,220.94,249.35,12.8,249.36,10,4,10,1,15
1681119000,SBT,301,38668,2450229,2023-04-10T10:30:00Z,990.9,73.4,12.48,0.08,172.04,91.06,226.91,197.78,225.78,14.1,226.91,10,4,10,1,15
1681120800,SBT,389,49278,2450229,2023-04-10T11:00:00Z,990.9,66.8,19.65,-4.99,170.96,92.45,214.31,189.41,213.37,14.2,214.31,11,4,10,1,15
1681122600,SBT,375,48492,2450229,2023-04-10T11:30:00Z,990.1,64.3,-9.76,-4.1,187.04,103.57,222.02,199.62,221.21,13.2,222.02,11,4,10,1,15
1681124400,SBT,432,54472,2450229,2023-04-10T12:00:00Z,989,70.6,23.44,-11.31,196.45,107.91,260.8,229.76,259.65,12.4,260.8,12,4,10,1,15
1681126200,SBT,536,67622,2450229,2023-04-10T12:30:00Z,989.5,73.3,12.56,-14.24,210.76,114.12,248.15,225.9,247.8,10.9,248.15,12,4,10,1,15
1681128000,SBT,525,66416,2450229,2023-04-10T13:00:00Z,989.2,75.9,1.12,-8.44,221.12,121.94,270.26,236.6,270.26,10.8,270.26,13,4,10,1,15
1681129800,SBT,608,77230,2450229,2023-04-10T13:30:00Z,989.5,71.6,1.58,-3.37,198.88,111.49,225.91,200.47,225.91,11.9,225.91,13,4,10,1,15
1681131600,SBT,619,82475,2450229,2023-04-10T14:00:00Z,989.9,70.2,15.91,-1.79,205.47,114.34,234.96,208.78,234.96,11.8,234.96,14,4,10,1,15
1681133400,SBT,522,69557,2450229,2023-04-10T14:30:00Z,989,72.1,10.05,-3.95,174.1,93.96,232.2,203.02,232.2,12.1,232.2,14,4,10,1,15
1681135200,SBT,435,55551,2450229,2023-04-10T15:00:00Z,989.3,70.9,9.39,-4.52,183.15,99.75,239.86,211.81,239.86,12.1,239.86,15,4,10,1,15
1681137000,SBT,449,57224,2450229,2023-04-10T15:30:00Z,990.3,73.1,4.99,-9.58,180.1,97.5,242.23,213.65,242.23,11.1,242.23,15,4,10,1,15
1681138800,SBT,442,56750,2450229,2023-04-10T16:00:00Z,989.8,72.9,16.78,-11.77,171.77,91.12,233.62,204.73,233.62,10.8,233.62,16,4,10,1,15
1681140600,SBT,440,56338,2450229,2023-04-10T16:30:00Z,990.9,73,10.97,-13.79,190.22,101.98,252.07,223.38,252.07,10.2,252.07,16,4,10,1,15
1681142400,SBT,415,53212,2450229,2023-04-10T17:00:00Z,991,76.2,9.3,-9.64,247.24,126.3,299.97,271.09,299.97,8.6,299.97,17,4,10,1,15
1681144200,SBT,393,49538,2450229,2023-04-10T17:30:00Z,991.5,79.4,16.29,-6.7,233.2,125.54,296.01,267.46,295.99,8.3,296.01,17,4,10,1,15
1681146000,SBT,421,53632,2450229,2023-04-10T18:00:00Z,991.7,77,-8.5,-4.96,227.29,120.96,295.51,265.36,295.51,8.4,295.51,18,4,10,1,15
1681147800,SBT,408,51626,2450229,2023-04-10T18:30:00Z,991.3,78.2,0.38,-3.88,216.38,115.92,264.11,239.54,264.01,8.2,264.11,18,4,10,1,15
1681149600,SBT,377,48125,2450229,2023-04-10T19:00:00Z,991.5,77.7,9.76,-6.87,227.4,122.06,291.21,262.29,291.21,8.2,291.21,19,4,10,1,15
1681151400,SBT,393,50537,2450229,2023-04-10T19:30:00Z,992,77.5,3.09,-11.45,237.19,124.07,284.18,257.39,284.16,8.3,284.18,19,4,10,1,15
1681153200,SBT,325,40613,2450229,2023-04-10T20:00:00Z,992.4,76.6,8.39,-6.58,217.74,112.66,253.85,229.58,253.85,8.1,253.85,20,4,10,1,15
1681155000,SBT,237,30572,2450229,2023-04-10T20:30:00Z,992.2,78,-8.78,-4.31,206.66,106.08,251.49,226.66,251.42,7.8,251.49,20,4,10,1,15
1681156800,SBT,242,30507,2450229,2023-04-10T21:00:00Z,992.2,77.6,20.71,-5.63,237.39,121.67,283.44,255.42,283.44,7.6,283.44,21,4,10,1,15
1681158600,SBT,296,37771,2450229,2023-04-10T21:30:00Z,992.2,76.9,13.9,-5.73,244.79,125.36,282.51,254.06,282.51,7.4,282.51,21,4,10,1,15
1681160400,SBT,257,33195,2450229,2023-04-10T22:00:00Z,993.2,76.9,26.91,-4.31,218.95,111.72,244.74,220.39,244.72,7.4,244.74,22,4,10,1,15
1681165800,SBT,148,18627,2450229,2023-04-10T23:30:00Z,993.8,73.1,5.72,-4.19,208.93,110.86,245.77,221.54,245.41,7.7,245.77,23,4,10,1,15
1681167600,SBT,129,16085,2450229,2023-04-11T00:00:00Z,993.6,72.6,2.29,-6.4,239.31,122.81,263.19,238.45,262.35,7.4,263.19,0,4,11,2,15
1681169400,SBT,94,12566,2450229,2023-04-11T00:30:00Z,993.7,72.9,7.65,-6.44,185.94,94.21,227.25,202.45,226.89,7.4,227.25,0,4,11,2,15
1681171200,SBT,100,12656,2450229,2023-04-11T01:00:00Z,993.8,72.6,17.26,-7.76,172.66,88.54,204.43,182.4,203.71,7.3,204.43,1,4,11,2,15
1681173000,SBT,57,6889,2450229,2023-04-11T01:30:00Z,994.4,72.1,-8.8,-5.86,220.64,110.83,269.75,239.26,268.37,7.1,269.75,1,4,11,2,15
1681174800,SBT,31,4071,2450229,2023-04-11T02:00:00Z,994.5,72.2,0.91,-11.15,203.38,103.41,244.27,218.22,243.85,7,244.27,2,4,11,2,15
1681176600,SBT,44,5219,2450229,2023-04-11T02:30:00Z,994.6,71.9,7.25,-8.88,175.06,89.72,199.06,178.43,197.71,6.9,199.06,2,4,11,2,15
1681178400,SBT,31,3903,2450229,2023-04-11T03:00:00Z,994.5,72,10.41,-4.4,222.26,113.29,261.06,233.79,260.48,6.7,261.06,3,4,11,2,15
1681180200,SBT,31,3675,2450229,2023-04-11T03:30:00Z,994.4,72.4,5.87,-4.11,198.31,99.43,226.87,203.05,226.26,6.5,226.87,3,4,11,2,15
1681182000,SBT,35,4538,2450229,2023-04-11T04:00:00Z,995.4,71.8,6.73,-0.95,205.68,103.78,235.59,210.85,234.92,6.4,235.59,4,4,11,2,15
1681183800,SBT,31,3090,2450229,2023-04-11T04:30:00Z,995.7,71.3,5.04,-3.94,206.28,104.29,236.2,212.24,235.79,6.3,236.2,4,4,11,2,15
1681185600,SBT,44,5579,2450229,2023-04-11T05:00:00Z,996,71.5,5.61,-4.35,218.49,110.64,248.68,224.53,248.17,6.3,248.68,5,4,11,2,15
1681187400,SBT,60,6946,2450229,2023-04-11T05:30:00Z,996.1,71.3,16.88,-12.63,218.14,110.71,242.57,219.48,242.16,6.2,242.57,5,4,11,2,15
1681189200,SBT,120,14564,2450229,2023-04-11T06:00:00Z,996.1,71.8,14.43,-4.91,234.67,121.86,269.6,244.14,269.37,6.1,269.6,6,4,11,2,15
1681191000,SBT,153,18810,2450229,2023-04-11T06:30:00Z,996.6,71.8,20.16,-2.94,202.35,105.12,224.59,203.8,223.73,6.5,224.59,6,4,11,2,15
1681192800,SBT,354,43498,2450229,2023-04-11T07:00:00Z,996.7,70.1,16.31,-2.45,199.02,106.78,237.05,214.14,236.5,7.4,237.05,7,4,11,2,15
1681194600,SBT,467,58787,2450229,2023-04-11T07:30:00Z,996.3,67.7,-1,-6.72,180.73,101.1,217.25,197.3,216.57,8.5,217.25,7,4,11,2,15
1681196400,SBT,598,73886,2450229,2023-04-11T08:00:00Z,996.2,65,4.99,-2.56,143.61,75.78,156.84,142.31,155.2,9.2,156.84,8,4,11,2,15
1681198200,SBT,528,65165,2450229,2023-04-11T08:30:00Z,996.4,62.4,-2.36,-1.97,146.55,76.04,153.7,139.59,152.06,10,153.7,8,4,11,2,15
1681200000,SBT,488,64419,2450229,2023-04-11T09:00:00Z,995.8,59,17.67,2.09,136.43,69.52,130.16,119.8,128.8,10.8,130.16,9,4,11,2,15
1681201800,SBT,457,58772,2450229,2023-04-11T09:30:00Z,996,55.9,5.58,-3.23,143.92,73.39,133.05,123.24,132.15,11.3,133.05,9,4,11,2,15
1681203600,SBT,481,61434,2450229,2023-04-11T10:00:00Z,996.2,54.1,16.95,-3.74,147.08,74.61,131.79,122.29,130.66,11.5,131.79,10,4,11,2,15
1681205400,SBT,497,64987,2450229,2023-04-11T10:30:00Z,996.1,53.1,9,-5.95,147.43,75.09,130.43,121.98,130.2,11.6,130.43,10,4,11,2,15
1681207200,SBT,493,61699,2450229,2023-04-11T11:00:00Z,995.2,51.7,14.69,-1.61,152.58,76.85,131.35,122.99,130.88,11.9,131.35,11,4,11,2,15
1681209000,SBT,471,59685,2450229,2023-04-11T11:30:00Z,994.6,53.1,1.59,-4.15,157.48,80.67,149.18,137.46,148.19,12.6,149.18,11,4,11,2,15
1681210800,SBT,473,61545,2450229,2023-04-11T12:00:00Z,994.4,54.2,5.87,-9.71,162.59,84.8,162.55,149,161.42,12.7,162.55,12,4,11,2,15
1681212600,SBT,460,59564,2450229,2023-04-11T12:30:00Z,994.2,55.3,14.72,-8.72,148.98,75.94,149.13,136.71,148.46,12.8,149.13,12,4,11,2,15
1681214400,SBT,516,67362,2450229,2023-04-11T13:00:00Z,993.4,55.5,8,-8.42,152.91,78.96,155.72,142.82,155.37,12.8,155.72,13,4,11,2,15
1681216200,SBT,553,70873,2450229,2023-04-11T13:30:00Z,992.7,57.1,14.73,-1.31,167.38,88.66,181.38,164.55,180.03,12.7,181.38,13,4,11,2,15
1681218000,SBT,565,75297,2450229,2023-04-11T14:00:00Z,992,58.8,12.36,-7.31,172,92.87,191.03,173.87,190.25,12.7,191.03,14,4,11,2,15
1681219800,SBT,548,72448,2450229,2023-04-11T14:30:00Z,991.1,61.4,7.64,-5.48,173.56,95.31,206.55,186.15,205.56,12.5,206.55,14,4,11,2,15
1681221600,SBT,554,70709,2450229,2023-04-11T15:00:00Z,990.7,69.3,18.37,-8.8,198.96,107.86,261.61,230.53,260.89,11.2,261.61,15,4,11,2,15
1681223400,SBT,559,69912,2450229,2023-04-11T15:30:00Z,989.7,71.9,6.31,-1.36,179.72,96.05,238.76,210.18,238.09,10.8,238.76,15,4,11,2,15
1681225200,SBT,528,69070,2450229,2023-04-11T16:00:00Z,988.5,74.1,0.4,-5.25,213.83,105.97,297.02,259.05,296.61,10,297.02,16,4,11,2,15
1681227000,SBT,491,61768,2450229,2023-04-11T16:30:00Z,987.4,76.7,6.57,-6.1,203.26,102.99,281.59,247.01,281.01,9.5,281.59,16,4,11,2,15
1681228800,SBT,488,61770,2450229,2023-04-11T17:00:00Z,986.2,77.1,2.31,-2.29,199.23,100.79,267.79,236.1,267.76,9,267.79,17,4,11,2,15
1681230600,SBT,463,58298,2450229,2023-04-11T17:30:00Z,985.1,78.3,8.38,-10.5,203.76,102.59,270.74,238.89,270.71,8.8,270.74,17,4,11,2,15
1681232400,SBT,458,57834,2450229,2023-04-11T18:00:00Z,983.9,79,9.54,-5.59,219.75,110.03,305.79,267.92,305.79,8.6,305.79,18,4,11,2,15
1681234200,SBT,490,62000,2450229,2023-04-11T18:30:00Z,982.7,79.1,10.7,-4.39,206.91,104.19,276.87,243.54,276.74,8.1,276.87,18,4,11,2,15
1681236000,SBT,469,58666,2450229,2023-04-11T19:00:00Z,980.7,79.6,16.32,-1.68,231.97,116.48,309.37,271.87,309.37,7.8,309.37,19,4,11,2,15
1681237800,SBT,466,57978,2450229,2023-04-11T19:30:00Z,979.6,79.7,-0.1,-9.37,240.35,118.81,293.67,260.31,293.67,7.8,293.67,19,4,11,2,15
1681239600,SBT,370,45286,2450229,2023-04-11T20:00:00Z,978.1,80.8,14.02,-4.46,245,122.7,335.9,293.75,335.9,7.7,335.9,20,4,11,2,15
1681241400,SBT,301,37592,2450229,2023-04-11T20:30:00Z,977.5,81.8,13.7,-3.45,233.34,114.51,289.16,255.42,289.16,7.8,289.16,20,4,11,2,15
1681243200,SBT,302,38960,2450229,2023-04-11T21:00:00Z,978.1,81.7,3.35,-3.18,233.24,115.22,297.71,262.3,297.71,8.1,297.71,21,4,11,2,15
1681245000,SBT,342,43617,2450229,2023-04-11T21:30:00Z,978.2,80.4,7.74,-9.09,228.18,112.94,275.9,245.17,275.55,8.2,275.9,21,4,11,2,15
1681246800,SBT,317,40478,2450229,2023-04-11T22:00:00Z,978.3,77.8,6.45,-3.14,236.3,122.86,276.52,248.72,276.49,8.1,276.52,22,4,11,2,15
1681252200,SBT,146,18583,2450229,2023-04-11T23:30:00Z,979.5,78.4,20.4,-7.03,212.57,108.33,244.23,219.31,244.23,6.7,244.23,23,4,11,2,15
1681254000,SBT,118,14715,2450229,2023-04-12T00:00:00Z,979.4,78.3,3.21,-8.35,242.52,124.67,287.78,257.59,287.78,6.4,287.78,0,4,12,3,15
1681255800,SBT,110,13901,2450229,2023-04-12T00:30:00Z,980.5,77.8,-3.95,-6.29,226.54,113.82,249.12,225.78,249.11,6.1,249.12,0,4,12,3,15
1681257600,SBT,76,9347,2450229,2023-04-12T01:00:00Z,980,77.2,-0.88,-8,226.19,115.59,259.22,233.41,259.15,5.3,259.22,1,4,12,3,15
1681259400,SBT,67,8288,2450229,2023-04-12T01:30:00Z,980.1,78,-0.88,-4.38,215.24,111.82,255.07,227.38,253.94,5.1,255.07,1,4,12,3,15
1681261200,SBT,54,5688,2450229,2023-04-12T02:00:00Z,980.1,78.6,-4.45,-8.05,240.29,125.96,285.33,256.33,284.86,4.9,285.33,2,4,12,3,15
1681263000,SBT,46,5209,2450229,2023-04-12T02:30:00Z,979.8,78.7,-8.95,-3.63,231.43,120.76,264.45,238.41,263.78,4.6,264.45,2,4,12,3,15
1681264800,SBT,46,5581,2450229,2023-04-12T03:00:00Z,979.8,78.9,-9.4,-6.75,210.18,111.35,244.53,220.33,244.3,4.3,244.53,3,4,12,3,15
1681266600,SBT,38,4301,2450229,2023-04-12T03:30:00Z,979.6,78.7,-2.22,-11.88,216.83,113.77,236.24,213.79,235.76,4.1,236.24,3,4,12,3,15
1681268400,SBT,25,3073,2450229,2023-04-12T04:00:00Z,979.4,78.7,-9.67,-10.49,262.41,137.85,294.77,266.11,294.18,4,294.77,4,4,12,3,15
1681270200,SBT,35,4172,2450229,2023-04-12T04:30:00Z,979.7,78.8,12.36,-6.84,232.23,121.85,249.33,227.52,249.26,3.8,249.33,4,4,12,3,15
1681272000,SBT,42,5166,2450229,2023-04-12T05:00:00Z,979.9,79,32.07,-12.82,246.2,130.8,252.12,232.35,251.77,3.5,252.12,5,4,12,3,15
1681273800,SBT,72,8726,2450229,2023-04-12T05:30:00Z,979.6,79.3,-8.76,-5.82,237.36,128.2,247.87,227.55,247.33,3.4,247.87,5,4,12,3,15
1681275600,SBT,112,13942,2450229,2023-04-12T06:00:00Z,979.7,79.7,22.33,-9.2,185.28,98.43,177.75,164.22,177.26,3.3,177.75,6,4,12,3,15
1681277400,SBT,138,16814,2450229,2023-04-12T06:30:00Z,978.5,79.4,-4.97,-7.81,230.5,125.23,233.57,216.39,233.22,4,233.57,6,4,12,3,15
1681279200,SBT,352,43879,2450229,2023-04-12T07:00:00Z,978.5,77.7,13.26,-8.62,201.94,105.52,238.37,215.48,238.02,4.9,238.37,7,4,12,3,15
1681281000,SBT,486,61032,2450229,2023-04-12T07:30:00Z,978.2,75.3,7.01,-7.29,187.89,104.89,229.02,207.33,228.73,6,229.02,7,4,12,3,15
1681282800,SBT,543,68895,2450229,2023-04-12T08:00:00Z,977.9,73,5.87,-7.73,182.27,100.53,224.12,201.3,223.76,6.5,224.12,8,4,12,3,15
1681284600,SBT,561,70265,2450229,2023-04-12T08:30:00Z,977.7,71.9,3.7,-7.01,203,110.65,252.05,225.78,251.63,6.5,252.05,8,4,12,3,15
1681286400,SBT,524,67781,2450229,2023-04-12T09:00:00Z,976.4,69.7,-5.51,-7.77,194.07,107.22,241.07,215.7,240.07,7.2,241.07,9,4,12,3,15
1681288200,SBT,437,56161,2450229,2023-04-12T09:30:00Z,976.1,67.3,9.33,-8.63,180.4,101.57,217.64,196.82,217.19,7.9,217.64,9,4,12,3,15
1681290000,SBT,499,63709,2450229,2023-04-12T10:00:00Z,975.5,64.4,1.17,-7.77,186.54,103.58,214.36,194.92,213.87,8.4,214.36,10,4,12,3,15
1681291800,SBT,484,61552,2450229,2023-04-12T10:30:00Z,975.2,64.6,-2,-7.28,193.8,105.25,213.75,194.04,212.58,8.1,213.75,10,4,12,3,15
1681293600,SBT,481,62416,2450229,2023-04-12T11:00:00Z,974.6,67.3,16.06,-11.39,207.28,106.44,244.47,219.87,244.44,7.5,244.47,11,4,12,3,15
1681295400,SBT,504,63218,2450229,2023-04-12T11:30:00Z,973.7,71.9,2.79,-8.22,222.72,113.6,267.19,238.11,266.35,6.8,267.19,11,4,12,3,15
1681297200,SBT,466,60668,2450229,2023-04-12T12:00:00Z,973.5,73.2,12.56,-10.02,206.85,104.68,245.27,219.43,245.04,7,245.27,12,4,12,3,15
1681299000,SBT,532,69475,2450229,2023-04-12T12:30:00Z,971.7,75.2,14.44,-6.03,216.06,111.75,293.39,257.85,292.92,7.3,293.39,12,4,12,3,15
1681300800,SBT,539,69932,2450229,2023-04-12T13:00:00Z,971.8,74.6,3.29,-7.99,215.58,110.72,291.67,255.74,291.32,7.6,291.67,13,4,12,3,15
1681302600,SBT,538,68074,2450229,2023-04-12T13:30:00Z,971.8,72.2,18.94,-7.27,194.8,103.82,251.21,222.13,250.85,8.4,251.21,13,4,12,3,15
1681304400,SBT,519,68001,2450229,2023-04-12T14:00:00Z,970.5,70.3,2.15,-3.73,191.34,105.38,248.76,220.19,248.06,9,248.76,14,4,12,3,15
1681306200,SBT,500,65550,2450229,2023-04-12T14:30:00Z,969.7,68,7.28,-7.94,193.46,107.15,236.58,211.79,236.1,9.5,236.58,14,4,12,3,15
1681308000,SBT,569,72076,2450229,2023-04-12T15:00:00Z,969.9,69.4,13.14,-6.07,202.82,110.16,246.72,221.4,246.7,8.8,246.72,15,4,12,3,15
1681309800,SBT,523,68505,2450229,2023-04-12T15:30:00Z,970.5,73.5,13.02,-9.02,197,100.57,247.26,219.67,247.24,8.2,247.26,15,4,12,3,15
1681311600,SBT,513,67023,2450229,2023-04-12T16:00:00Z,970.3,76.4,-9.32,-5.82,213.14,107.17,296.61,258.95,296.61,7.4,296.61,16,4,12,3,15
1681313400,SBT,462,59010,2450229,2023-04-12T16:30:00Z,971.1,76.9,14.61,-7.66,214.59,107.28,289.31,254.79,289.31,7.3,289.31,16,4,12,3,15
1681315200,SBT,464,59640,2450229,2023-04-12T17:00:00Z,971.2,76,20.07,-2.58,217.54,108.87,313.95,272.44,313.92,7.6,313.95,17,4,12,3,15
1681317000,SBT,482,60336,2450229,2023-04-12T17:30:00Z,971.4,74.6,6.05,-3.65,202.74,100.97,265.16,232.34,264.75,7.6,265.16,17,4,12,3,15
1681318800,SBT,484,60666,2450229,2023-04-12T18:00:00Z,971.3,75.7,8.51,-10.44,221.06,112.35,289.52,255.09,289.19,6.9,289.52,18,4,12,3,15
1681320600,SBT,482,60451,2450229,2023-04-12T18:30:00Z,972.6,76.9,4.21,-8.21,242.54,123.77,333.06,291.93,332.99,6.5,333.06,18,4,12,3,15
1681322400,SBT,455,58096,2450229,2023-04-12T19:00:00Z,973.2,78,2.97,-6.29,224.68,114.32,300.68,264.95,300.61,6.2,300.68,19,4,12,3,15
1681324200,SBT,482,61268,2450229,2023-04-12T19:30:00Z,973,79.2,1.95,-8.68,231.13,115.32,276,245.19,275.97,6,276,19,4,12,3,15
1681326000,SBT,470,60352,2450229,2023-04-12T20:00:00Z,973.7,80.7,9.75,-3.04,247.98,124.41,311.11,274.39,310.62,5.9,311.11,20,4,12,3,15
1681327800,SBT,307,38736,2450229,2023-04-12T20:30:00Z,974.2,80.7,17.28,-7.11,227.23,112.25,267.02,237.73,267.02,6.2,267.02,20,4,12,3,15
1681329600,SBT,308,39266,2450229,2023-04-12T21:00:00Z,974.7,80.2,-3.5,-2.62,251.33,126.25,298.58,268.07,298.45,6.2,298.58,21,4,12,3,15
1681331400,SBT,322,41180,2450229,2023-04-12T21:30:00Z,976.1,78.6,13.64,-8.54,249.53,130.34,300.29,269.51,300.29,6.3,300.29,21,4,12,3,15
1681333200,SBT,298,39027,2450229,2023-04-12T22:00:00Z,976.6,77.6,13.52,-5.49,266.94,138.36,306.02,275.76,305.99,6.2,306.02,22,4,12,3,15
1681338600,SBT,180,21932,2450229,2023-04-12T23:30:00Z,977.9,77.8,5.94,-5.67,229.57,120.57,264.3,238.45,264.3,6.1,264.3,23,4,12,3,15
1681340400,SBT,157,19653,2450229,2023-04-13T00:00:00Z,978,79.4,4.14,-7.85,238.7,127.09,296.15,267.72,296.15,6.1,296.15,0,4,13,4,15
1681342200,SBT,114,14161,2450229,2023-04-13T00:30:00Z,978.4,79.3,19.54,-5.57,247.05,128.71,280.21,252.44,279.86,6.5,280.21,0,4,13,4,15
1681344000,SBT,79,10292,2450229,2023-04-13T01:00:00Z,978.7,78,-8.8,-3.97,223.45,112.65,276.09,246.12,276.09,6.8,276.09,1,4,13,4,15
1681345800,SBT,54,6542,2450229,2023-04-13T01:30:00Z,979.2,77.7,4.43,-2.19,247.65,123.06,299.91,266.72,299.88,6.5,299.91,1,4,13,4,15
1681347600,SBT,46,6577,2450229,2023-04-13T02:00:00Z,979.2,79.8,-3.05,-5.43,232.39,117.24,311.18,271.23,309.69,6.4,311.18,2,4,13,4,15
