set,date,month,day,hour,day_julian,temp,airpres,ws_10m,wd_10m,ws_24m,wd_24m,hum,value,density,date_unix,weekday
testing,2023-05-05T00:00:00Z,5,5,8,125,13.05,1000.1,0.951,214.5,1.445999,202.899902,82.9,19.1,186.25,1683244800,5
testing,2023-05-05T00:00:00Z,5,5,9,125,13.55,1000.25,1.24,210.600098,1.976,206.899902,82.25,15.965000000000002,121.5,1683244800,5
training,2023-05-06T00:00:00Z,5,6,23,126,14,1000.2,0.524,108.699951,1.035,123.599976,82.9,17.87,52.25,1683331200,6
training,2023-05-06T00:00:00Z,5,6,12,126,17.15,1000.25,1.822001,157.5,2.525002,152.800049,69.15,17.25,137.5,1683331200,6
training,2023-05-06T00:00:00Z,5,6,21,126,14.2,1000.25,0.865,104.800049,1.285,98.599976,81.8,14.265,69.625,1683331200,6
training,2023-05-06T00:00:00Z,5,6,18,126,15.15,999.9000000000001,0.803,66.290039,1.504,78.75,78.9,16.72,100.75,1683331200,6
training,2023-05-06T00:00:00Z,5,6,8,126,14.5,1000.9,1.171,210.800049,1.587999,190.600098,81.05,15.555,80.75,1683331200,6
training,2023-05-06T00:00:00Z,5,6,15,126,15.65,1000.1500000000001,1.344,147.600098,2.452999,135.600098,77.15,16.49,119,1683331200,6
training,2023-05-06T00:00:00Z,5,6,5,126,10.4,1000.3,0.417,81,0.409,76.089966,83.95,12.91,26.5,1683331200,6
training,2023-05-06T00:00:00Z,5,6,17,126,15.8,999.9,1.121,99.800049,1.813999,90,78.05,16.405,109.5,1683331200,6
training,2023-05-06T00:00:00Z,5,6,0,126,12.55,1000.4,0.57,48.349976,0.91,58.799988,82,16.65,41.25,1683331200,6
training,2023-05-06T00:00:00Z,5,6,20,126,14.3,1000,0.636,78.97998,1.316999,70.869995,81.45,17.53,81.375,1683331200,6
training,2023-05-06T00:00:00Z,5,6,19,126,14.3,999.45,0.486,93.599976,0.979,98.099976,80.75,14.375,83.75,1683331200,6
training,2023-05-06T00:00:00Z,5,6,16,126,15.45,1000.2,1.249001,147.199951,1.967001,139.5,78.35,14.559999999999999,114.625,1683331200,6
training,2023-05-06T00:00:00Z,5,6,3,126,11,1000.1500000000001,0.699,71.050049,0.799,60.789978,83.5,12.55,31.125,1683331200,6
training,2023-05-06T00:00:00Z,5,6,14,126,16,1000.3,1.214001,133.100098,1.589001,134.600098,76.3,14.32,103.375,1683331200,6
training,2023-05-06T00:00:00Z,5,6,4,126,10.8,999.85,0.549,123,0.402,63.659973,83.55,17.57,10.25,1683331200,6
training,2023-05-06T00:00:00Z,5,6,7,126,11.95,1001.4,1.478001,204.100098,1.767,197.600098,84,12.775,59,1683331200,6
training,2023-05-06T00:00:00Z,5,6,13,126,17.1,1000.1,1.622999,152.899902,2.535,144.600098,70.44999999999999,16.125,117.375,1683331200,6
training,2023-05-06T00:00:00Z,5,6,6,126,10.899999999999999,1000.6500000000001,1.007999,209.800049,1.535,210.600098,84.45,14.09,39.375,1683331200,6
testing,2023-05-06T00:00:00Z,5,6,1,126,11.899999999999999,1000.55,0.473,137.199951,0.815,195.699951,82.15,16.075000000000003,25.25,1683331200,6
testing,2023-05-06T00:00:00Z,5,6,2,126,11.2,1000.45,0.199,0,0.546,92.199951,82.85,14.995,18.875,1683331200,6
testing,2023-05-06T00:00:00Z,5,6,9,126,16.700000000000003,1000.4,1.233,112.699951,1.894001,117.400024,75.45,16.36,87.5,1683331200,6
testing,2023-05-06T00:00:00Z,5,6,10,126,17.25,1000.55,1.651001,178.100098,2.936001,153.600098,70.94999999999999,16.425,106.16666666666667,1683331200,6
testing,2023-05-06T00:00:00Z,5,6,11,126,16.9,1000,2.271999,147.399902,3.896999,143.399902,70.8,16.47,98.625,1683331200,6
testing,2023-05-06T00:00:00Z,5,6,22,126,14,1000.2,0.557,113.800049,1.282,100.5,82.5,16.33,66.75,1683331200,6
training,2023-05-07T00:00:00Z,5,7,9,127,17.1,1003.1,1.759001,353.299805,2.931,319.700195,74.75,17.759999999999998,204.875,1683417600,7
training,2023-05-07T00:00:00Z,5,7,5,127,13.8,1001.9,0.329,229.600098,0.653,227.800049,83.5,11.09,21.25,1683417600,7
training,2023-05-07T00:00:00Z,5,7,2,127,14,1000.55,0.402,47.080017,0.738,37.940002,83.25,14.690000000000001,17.5,1683417600,7
training,2023-05-07T00:00:00Z,5,7,1,127,14.05,1000.4,0.328,122.5,0.763,129.600098,83.15,17.9,29.625,1683417600,7
training,2023-05-07T00:00:00Z,5,7,18,127,21.65,1005.4,2.493,227.5,3.735001,216.300049,51.8,15.325,94.25,1683417600,7
training,2023-05-07T00:00:00Z,5,7,3,127,13.95,1001.5,0.348,130.300049,0.751,103.800049,83.35,15.48,11.125,1683417600,7
training,2023-05-07T00:00:00Z,5,7,13,127,20.9,1004.6,1.665001,275.799805,2.490002,276.200195,56.849999999999994,17.83,160.5,1683417600,7
training,2023-05-07T00:00:00Z,5,7,7,127,14.8,1002.6,0.389,273.600098,0.474,270,80.80000000000001,12.03,35.25,1683417600,7
training,2023-05-07T00:00:00Z,5,7,0,127,14,1000.45,0.529,105.800049,0.958,101.199951,83.05,14.875,29.75,1683417600,7
training,2023-05-07T00:00:00Z,5,7,21,127,16.6,1005.8,0.381,211.699951,0.709,265,66.5,20.53,78.875,1683417600,7
training,2023-05-07T00:00:00Z,5,7,12,127,20.4,1003.9,1.669001,250.800049,2.786999,261,60.8,14.45,115.5,1683417600,7
training,2023-05-07T00:00:00Z,5,7,4,127,13.95,1001.8499999999999,0.309,33.539978,0.468,3.922001,83.4,19.04,9.625,1683417600,7
training,2023-05-07T00:00:00Z,5,7,8,127,15.95,1002.75,0.877,291,1.514999,288,78.45,13.14,55.125,1683417600,7
training,2023-05-07T00:00:00Z,5,7,23,127,13.9,1006.3,0.217,189.399902,0.726,224.800049,75.5,12.06,52.125,1683417600,7
training,2023-05-07T00:00:00Z,5,7,22,127,15.6,1006.5,0.243,232.600098,0.802,244.699951,70.6,17.65,73.25,1683417600,7
training,2023-05-07T00:00:00Z,5,7,16,127,23.75,1004.25,2.221001,241.5,2.382,228.699951,50.05,20.805,93.875,1683417600,7
training,2023-05-07T00:00:00Z,5,7,15,127,22.950000000000003,1004.2,1.981001,229.100098,2.848,211.399902,50.400000000000006,15.33,112.375,1683417600,7
training,2023-05-07T00:00:00Z,5,7,19,127,20.2,1005.15,1.875,218.699951,2.612999,217.300049,54.75,17.77,129.125,1683417600,7
training,2023-05-07T00:00:00Z,5,7,6,127,14.05,1002.45,0.439,242.699951,0.847,257.600098,83.1,13.23,27.375,1683417600,7
training,2023-05-07T00:00:00Z,5,7,17,127,23.1,1004.3499999999999,2.459,218.5,3.532001,207.899902,49.05,18.45,101.08333333333333,1683417600,7
training,2023-05-07T00:00:00Z,5,7,11,127,19.299999999999997,1004.2,1.926001,254.800049,2.382999,267.899902,66.65,16.310000000000002,110.875,1683417600,7
testing,2023-05-07T00:00:00Z,5,7,10,127,17.9,1003.2,1.160999,0,1.665001,286.799805,71.65,14.055,173.875,1683417600,7
testing,2023-05-07T00:00:00Z,5,7,14,127,21.8,1005.15,1.118999,279.600098,1.663,291.299805,53.7,18.905,177.5,1683417600,7
testing,2023-05-07T00:00:00Z,5,7,20,127,18.25,1005.7,1.407,195.399902,2.587002,192.5,60.55,19.805,75.5,1683417600,7
training,2023-05-08T00:00:00Z,5,8,12,128,14.2,1003.35,2.460999,213.899902,3.098999,192.899902,79.55,14.685,119.75,1683504000,1
training,2023-05-08T00:00:00Z,5,8,8,128,13.2,1004.45,3.245998,198.5,4.392998,192.600098,77.19999999999999,13.01,61.333333333333336,1683504000,1
training,2023-05-08T00:00:00Z,5,8,4,128,12,1004.6500000000001,1.739,211.199951,2.660999,201.600098,75.9,13.899999999999999,10.875,1683504000,1
training,2023-05-08T00:00:00Z,5,8,13,128,14.95,1002.95,2.583,210.300049,3.289001,191.300049,78.44999999999999,9.58,105.375,1683504000,1
training,2023-05-08T00:00:00Z,5,8,6,128,12.75,1004.55,1.097,105.099976,1.322001,112.300049,75.85,12.395000000000001,34.5,1683504000,1
training,2023-05-08T00:00:00Z,5,8,17,128,14.9,1001.75,2.368999,202.5,3.247002,184.100098,80.3,10.745000000000001,88.625,1683504000,1
training,2023-05-08T00:00:00Z,5,8,18,128,14.7,1001.6500000000001,2.550999,202.699951,3.589001,190.699951,81.15,14.530000000000001,99.25,1683504000,1
training,2023-05-08T00:00:00Z,5,8,5,128,12.1,1004.45,0.734,192.800049,1.237,197.800049,76.2,8.835,17.25,1683504000,1
training,2023-05-08T00:00:00Z,5,8,22,128,14.3,1000.7,2.296001,219.100098,3.604,210.600098,81,7.59,33.75,1683504000,1
training,2023-05-08T00:00:00Z,5,8,15,128,15.4,1002,2.373001,203.300049,2.981998,196.5,78.1,13.190000000000001,111.75,1683504000,1
training,2023-05-08T00:00:00Z,5,8,11,128,13.55,1003.75,2.209999,184.199951,3.008999,171.199951,80.2,15.055,109,1683504000,1
training,2023-05-08T00:00:00Z,5,8,16,128,15.5,1001.95,2.584999,215.600098,3.617001,202.300049,78.30000000000001,13.33,100.125,1683504000,1
training,2023-05-08T00:00:00Z,5,8,3,128,12.2,1005.3,1.835001,201.699951,2.819,194.399902,76.25,12.26,12.625,1683504000,1
training,2023-05-08T00:00:00Z,5,8,23,128,14.3,1000.3,1.045,196.600098,1.493999,185,81,17.36,22.625,1683504000,1
training,2023-05-08T00:00:00Z,5,8,0,128,13.4,1006.05,0.345,0,1.226999,227,76.7,16.62,32,1683504000,1
training,2023-05-08T00:00:00Z,5,8,19,128,14.350000000000001,1001.1500000000001,2.203999,208.600098,2.681,197.5,81.85,17.15,87.75,1683504000,1
training,2023-05-08T00:00:00Z,5,8,9,128,12.8,1004.4000000000001,1.954,226.100098,2.589001,217.899902,78.95,16.245,57.625,1683504000,1
training,2023-05-08T00:00:00Z,5,8,2,128,12.65,1005.2,2.532001,217.699951,3.457001,206.600098,77.19999999999999,15.465,17.25,1683504000,1
training,2023-05-08T00:00:00Z,5,8,14,128,15.25,1002.75,2.875,199,4.005997,191.300049,78.05000000000001,12.715,119.25,1683504000,1
training,2023-05-08T00:00:00Z,5,8,10,128,12.8,1004.05,2.745998,206.5,4.181999,190.699951,80.15,15.565,86.25,1683504000,1
training,2023-05-08T00:00:00Z,5,8,1,128,13.05,1005.5,1.952999,217.100098,2.691002,221.5,77.4,17.700000000000003,20.875,1683504000,1
testing,2023-05-08T00:00:00Z,5,8,7,128,13.3,1004.45,1.693001,225.800049,2.151001,213.399902,75.25,12.629999999999999,36.375,1683504000,1
testing,2023-05-08T00:00:00Z,5,8,20,128,14.3,1000.9,2.935001,201.800049,4.114998,192.300049,81.75,13.54,65.125,1683504000,1
testing,2023-05-08T00:00:00Z,5,8,21,128,14.3,1000.95,2.355,221,3.333,205.800049,81.5,10.405000000000001,49.5,1683504000,1
training,2023-05-09T00:00:00Z,5,9,8,129,16.9,997.55,1.413,260.299805,3.039001,267.299805,70.75,19.195,125,1683590400,2
training,2023-05-09T00:00:00Z,5,9,20,129,15.5,996.55,1.156,292,2.250999,283.799805,62.15,15.84,82,1683590400,2
training,2023-05-09T00:00:00Z,5,9,9,129,18.5,997.8499999999999,1.49,282.5,2.667999,280.200195,65.9,16.66,106.25,1683590400,2
training,2023-05-09T00:00:00Z,5,9,6,129,14.350000000000001,997.8499999999999,1.028999,281.299805,1.823,266.399902,79.35,16.965,141,1683590400,2
training,2023-05-09T00:00:00Z,5,9,4,129,12.5,998.6500000000001,1.320999,220.600098,1.969,227.600098,81.75,10.625,20.25,1683590400,2
training,2023-05-09T00:00:00Z,5,9,7,129,15.65,997.6500000000001,0.917,242.899902,1.739,255.100098,75.5,19.52,169.25,1683590400,2
training,2023-05-09T00:00:00Z,5,9,22,129,12.9,997.4,0.961,233.300049,1.858,264.799805,67.2,9.19,43.625,1683590400,2
training,2023-05-09T00:00:00Z,5,9,1,129,13.35,999,1.215,218.399902,2,213.100098,80.25,12.775,7.25,1683590400,2
training,2023-05-09T00:00:00Z,5,9,12,129,19.05,996.5,1.789,292.200195,2.576,274.600098,60.15,16.845,114.625,1683590400,2
training,2023-05-09T00:00:00Z,5,9,18,129,18.95,995.7,1.726999,274.600098,3.182999,261.799805,53.650000000000006,15.56,153.25,1683590400,2
training,2023-05-09T00:00:00Z,5,9,23,129,11.6,997.2,0.699,236.5,1.396,258.200195,70.8,11.97,24.625,1683590400,2
training,2023-05-09T00:00:00Z,5,9,2,129,12.35,998.8,1.579,202.5,2.549999,191,81.6,12.129999999999999,7.875,1683590400,2
training,2023-05-09T00:00:00Z,5,9,0,129,14.05,999.9000000000001,1.791,219.5,2.542999,223.100098,80.6,15.184999999999999,14.75,1683590400,2
training,2023-05-09T00:00:00Z,5,9,14,129,20.299999999999997,995.8,2.194,318.600098,3.129002,310.700195,52.85,19.62,128,1683590400,2
training,2023-05-09T00:00:00Z,5,9,19,129,17.200000000000003,996.55,1.771,289.299805,2.530998,281.799805,57.7,14.525,83.375,1683590400,2
training,2023-05-09T00:00:00Z,5,9,13,129,19.7,995.8,1.841,315.299805,3.652,310.299805,57.95,21.830000000000002,132.25,1683590400,2
training,2023-05-09T00:00:00Z,5,9,3,129,12.2,998.4,2.215,229.300049,3.382999,222.5,82.3,11.86,5.125,1683590400,2
training,2023-05-09T00:00:00Z,5,9,10,129,18.549999999999997,997.5,1.959,241.899902,2.957001,247.300049,63.7,14.920000000000002,107.75,1683590400,2
training,2023-05-09T00:00:00Z,5,9,16,129,19.55,995.35,1.67,285.5,2.938999,279.100098,53.6,17.655,146.25,1683590400,2
training,2023-05-09T00:00:00Z,5,9,11,129,18.700000000000003,997.45,1.402,252.600098,2.687,251.800049,62.150000000000006,17.68,111.5,1683590400,2
training,2023-05-09T00:00:00Z,5,9,21,129,13.899999999999999,997.15,0.988,305.5,2.035999,284.799805,65.35,13.735,53.125,1683590400,2
testing,2023-05-09T00:00:00Z,5,9,5,129,12.75,998.15,0.79,20.799988,1.441999,252.300049,81.6,14.360000000000001,43.875,1683590400,2
testing,2023-05-09T00:00:00Z,5,9,15,129,20.25,995.55,2.091,267.799805,2.470001,266.100098,53.8,20.08,163.5,1683590400,2
testing,2023-05-09T00:00:00Z,5,9,17,129,18.75,995.7,1.269001,272.5,2.460999,267.200195,54.650000000000006,15.100000000000001,146.875,1683590400,2
training,2023-05-10T00:00:00Z,5,10,1,130,10.95,998,1.011,266.200195,1.539,275.700195,73.35,12.475,8.125,1683676800,3
training,2023-05-10T00:00:00Z,5,10,17,130,15.75,999.3,1.658001,296.399902,2.561001,274,66.05,16.42,213.5,1683676800,3
training,2023-05-10T00:00:00Z,5,10,7,130,14.05,998.8,1.653,281.899902,2.099998,270.100098,71.2,19.72,173.375,1683676800,3
training,2023-05-10T00:00:00Z,5,10,14,130,14.85,999.2,2.085999,220.699951,2.855999,218.100098,72.5,16.72,116.625,1683676800,3
training,2023-05-10T00:00:00Z,5,10,19,130,14.25,999.5,1.738001,227.899902,2.702999,220.699951,70.75,15.84,103.25,1683676800,3
training,2023-05-10T00:00:00Z,5,10,6,130,11.8,998.7,1.337,258.200195,1.711,258.700195,76.5,16.605,141.125,1683676800,3
training,2023-05-10T00:00:00Z,5,10,3,130,10.9,998.05,1.096001,234.5,1.525,262.899902,76.1,13.69,10.375,1683676800,3
training,2023-05-10T00:00:00Z,5,10,15,130,15.05,999.15,2.063999,198.199951,2.653,194.5,73.35,15.715,154.5,1683676800,3
training,2023-05-10T00:00:00Z,5,10,9,130,17,998.7,1.791,224.5,2.567001,235.600098,61.9,18.785,114,1683676800,3
training,2023-05-10T00:00:00Z,5,10,0,130,11.05,997.95,0.908,245.899902,2.145,255.300049,71.75,11.96,70.75,1683676800,3
training,2023-05-10T00:00:00Z,5,10,5,130,10.4,998.45,0.641,0,0.876,304.100098,77.6,16.21,62.25,1683676800,3
training,2023-05-10T00:00:00Z,5,10,20,130,13.6,1000.25,1.896999,223.399902,2.533001,221.300049,72.65,13.4,84.375,1683676800,3
training,2023-05-10T00:00:00Z,5,10,4,130,10.7,998,0.629,204.5,1.027,237.800049,76.95,11.705,14.125,1683676800,3
training,2023-05-10T00:00:00Z,5,10,16,130,15.5,999.1500000000001,1.024,260.299805,1.895,248.100098,70.6,15.38,141.875,1683676800,3
training,2023-05-10T00:00:00Z,5,10,2,130,11.2,998.3499999999999,0.997,238.800049,1.881001,258.200195,74.05,12.155000000000001,12.5,1683676800,3
training,2023-05-10T00:00:00Z,5,10,11,130,17.6,998.5999999999999,2.424999,245,3.549,227,60.849999999999994,14.495000000000001,125.625,1683676800,3
training,2023-05-10T00:00:00Z,5,10,8,130,16.1,998.1,1.714001,258.100098,2.633999,255.300049,65.55,20.475,134.375,1683676800,3
training,2023-05-10T00:00:00Z,5,10,22,130,12.7,1000.3,1.184999,240.100098,1.983,246.800049,74,13.97,35.75,1683676800,3
training,2023-05-10T00:00:00Z,5,10,23,130,12.1,1001.2,1.799999,212.800049,2.429001,213.100098,75.3,14.55,24.375,1683676800,3
training,2023-05-10T00:00:00Z,5,10,12,130,17.299999999999997,998.7,1.101999,249.699951,1.249001,211.399902,61.05,12.47,149.75,1683676800,3
testing,2023-05-10T00:00:00Z,5,10,10,130,16.9,998.95,1.327999,240.100098,2.418999,236.5,61.55,14.225,133.875,1683676800,3
testing,2023-05-10T00:00:00Z,5,10,13,130,15.5,998.7,1.1,271.899902,1.819,282.5,68.95,15.33,122,1683676800,3
testing,2023-05-10T00:00:00Z,5,10,18,130,15,999.65,1.099001,235,2.327,256.100098,68.19999999999999,15.035,113,1683676800,3
testing,2023-05-10T00:00:00Z,5,10,21,130,13.1,1000.55,1.42,234.399902,2.389999,236.5,73.45,12.415,68,1683676800,3
training,2023-05-11T00:00:00Z,5,11,19,131,14.600000000000001,1006.9,1.138,87.699951,2.691002,78.380005,70.55000000000001,13.32,99.5,1683763200,4
training,2023-05-11T00:00:00Z,5,11,5,131,11.25,1001.4,0.827,256.799805,1.198,224.100098,79.65,16.91,48.75,1683763200,4
training,2023-05-11T00:00:00Z,5,11,16,131,16,1004.4000000000001,1.891001,11.570007,2.349998,6.765999,68.7,18.645,406.375,1683763200,4
training,2023-05-11T00:00:00Z,5,11,15,131,16.2,1004.35,1.835001,40.619995,2.708,40.039978,66.8,15.815000000000001,158.125,1683763200,4
training,2023-05-11T00:00:00Z,5,11,21,131,13,1008.5,1.139,40.52002,2.174,29.269989,77,20.325,78.625,1683763200,4
training,2023-05-11T00:00:00Z,5,11,13,131,14.850000000000001,1003.75,2.09,42.590027,2.84,31.230011,74.85,17.17,128.5,1683763200,4
training,2023-05-11T00:00:00Z,5,11,0,131,11.8,1000.75,0.451,150.699951,0.416,220.399902,76.1,13.795000000000002,10,1683763200,4
training,2023-05-11T00:00:00Z,5,11,11,131,13.35,1004.2,0.397,226,0.549,223.600098,78.3,15.08,125.625,1683763200,4
training,2023-05-11T00:00:00Z,5,11,18,131,14.95,1005.85,2.043999,50.890015,3.278,48.880005,69.3,18.259999999999998,97.125,1683763200,4
training,2023-05-11T00:00:00Z,5,11,4,131,11.5,1001.4,1.379,205.800049,1.882999,199.600098,78,14.774999999999999,10.75,1683763200,4
training,2023-05-11T00:00:00Z,5,11,6,131,11.5,1001.9000000000001,0.485,225.100098,0.809,211.100098,80.45,15.450000000000001,143,1683763200,4
training,2023-05-11T00:00:00Z,5,11,1,131,11.7,1001.05,0.733,93.199951,0.563,202.300049,76.5,15.82,9.625,1683763200,4
training,2023-05-11T00:00:00Z,5,11,20,131,13.85,1007.65,1.690001,53.309998,3.071999,50.940002,74.4,13.94,93.875,1683763200,4
training,2023-05-11T00:00:00Z,5,11,9,131,14.8,1003.05,0.771,81.300049,0.94,74.180054,72.95,12.95,159.125,1683763200,4
training,2023-05-11T00:00:00Z,5,11,22,131,12.4,1008.9,1.242001,25.76001,2.171001,19.940002,78.2,16.05,44.125,1683763200,4
training,2023-05-11T00:00:00Z,5,11,12,131,13.05,1003.6500000000001,0.883,343.899902,1.26,318.899902,79.19999999999999,15.63,114.625,1683763200,4
training,2023-05-11T00:00:00Z,5,11,10,131,14.15,1003.25,1.085001,283.399902,1.959,277.5,74.4,13.9,109.875,1683763200,4
training,2023-05-11T00:00:00Z,5,11,2,131,11.649999999999999,1001.45,0.715,0,0.908,210.699951,76.85,13.855,6.875,1683763200,4
training,2023-05-11T00:00:00Z,5,11,3,131,11.6,1001.6500000000001,1.299999,204.399902,1.797001,198.399902,77.5,11.01,12,1683763200,4
testing,2023-05-11T00:00:00Z,5,11,7,131,12.2,1002.7,0.833,243,0.975,227.5,80.30000000000001,15.94,425.625,1683763200,4
testing,2023-05-11T00:00:00Z,5,11,8,131,13.6,1003,0.789,283.200195,0.865,292,77.6,16.525,409.375,1683763200,4
testing,2023-05-11T00:00:00Z,5,11,14,131,16.4,1004.1,1.990999,20.450012,2.828999,20.549988,66.95,18.89,173.75,1683763200,4
testing,2023-05-11T00:00:00Z,5,11,17,131,14.899999999999999,1005.3,1.837,51.5,3.467999,53.48999,70.5,14.08,194.375,1683763200,4
testing,2023-05-11T00:00:00Z,5,11,23,131,11.9,1009.9,1.396,9.059998,2.068001,355.600098,79.6,11.82,33.5,1683763200,4
training,2023-05-12T00:00:00Z,5,12,14,132,12.2,1015.55,3.174,354.100098,5.557999,345.200195,78.25,15.06,130.375,1683849600,5
training,2023-05-12T00:00:00Z,5,12,22,132,10,1016.9,2.911999,8.600006,3.715,359.700195,76.9,12.370000000000001,123,1683849600,5
training,2023-05-12T00:00:00Z,5,12,6,132,10.649999999999999,1013.25,2.673,355.200195,4.140999,352.700195,81.55,14.395,128.125,1683849600,5
training,2023-05-12T00:00:00Z,5,12,3,132,10.7,1011.95,1.792999,29.070007,2.418999,25.679993,81.6,12.68,7.875,1683849600,5
training,2023-05-12T00:00:00Z,5,12,2,132,10.95,1010.95,2.062,9.199997,2.740002,351.899902,81.19999999999999,11.38,6.625,1683849600,5
training,2023-05-12T00:00:00Z,5,12,18,132,11.35,1015.55,3.646999,16.329987,5.390999,4.233002,78.95,15.110000000000001,133.875,1683849600,5
training,2023-05-12T00:00:00Z,5,12,10,132,12.9,1014.5,2.924999,19.390014999999998,4.268997,1.927999,76.45,14.09,109.75,1683849600,5
training,2023-05-12T00:00:00Z,5,12,13,132,12.35,1015.35,3.759998,3.950001,5.414001,10.410004,78.6,15.21,127.625,1683849600,5
training,2023-05-12T00:00:00Z,5,12,1,132,11.25,1010.75,2.571999,31.809998,3.323002,16.799988,80.7,10.55,9.75,1683849600,5
training,2023-05-12T00:00:00Z,5,12,9,132,12.55,1014.0999999999999,3.580002,29.660004,4.653,16.809998,78.35,13.885000000000002,124.5,1683849600,5
training,2023-05-12T00:00:00Z,5,12,16,132,11.9,1015.3499999999999,3.568001,4.877998,4.932999,355.700195,78.4,13.135,149.125,1683849600,5
training,2023-05-12T00:00:00Z,5,12,15,132,11.7,1015.45,3.113998,6.908997,4.827003,350.200195,79,17.93,168.25,1683849600,5
training,2023-05-12T00:00:00Z,5,12,23,132,9.6,1016.8,2.618999,9.240005,4.184998,356.399902,78,12.59,60.25,1683849600,5
training,2023-05-12T00:00:00Z,5,12,21,132,10.25,1017,3.216999,20.670013,4.729004,14.570007,77.19999999999999,12.825,88,1683849600,5
training,2023-05-12T00:00:00Z,5,12,7,132,11.05,1013.4,2.591,23.149994,4.221001,18.890014999999998,80.85,17.195,163.75,1683849600,5
training,2023-05-12T00:00:00Z,5,12,5,132,10.6,1012.3,2.709,19.890014999999998,3.581001,12.220001,81.85,14.100000000000001,58.75,1683849600,5
training,2023-05-12T00:00:00Z,5,12,12,132,11.9,1015.1,2.330002,8.690002,3.457001,354.5,79,12.594999999999999,126,1683849600,5
testing,2023-05-12T00:00:00Z,5,12,0,132,11.75,1010.15,1.931,44.080017,3.007999,29.290009,80,10.030000000000001,22.5,1683849600,5
testing,2023-05-12T00:00:00Z,5,12,4,132,10.5,1011.9,2.755001,6.223999,3.539001,349.799805,81.75,8.975000000000001,19.75,1683849600,5
testing,2023-05-12T00:00:00Z,5,12,8,132,11.7,1013.95,2.977001,15.979996,4.655998,7.987,79.7,15.59,128.375,1683849600,5
testing,2023-05-12T00:00:00Z,5,12,11,132,12.3,1014.45,2.960999,25.399994,4.234001,16.119995,77.8,13.440000000000001,135.125,1683849600,5
testing,2023-05-12T00:00:00Z,5,12,17,132,11.6,1015.8,2.945999,358.299805,3.958,356.799805,78.7,10.98,120,1683849600,5
testing,2023-05-12T00:00:00Z,5,12,19,132,11.05,1015.75,3.143002,28.869995,4.480003,22.809998,78.3,12.425,83.375,1683849600,5
testing,2023-05-12T00:00:00Z,5,12,20,132,10.7,1016.8,3.257999,22.179993,4.397003,26.200012,77.35,16.675,80.75,1683849600,5
training,2023-05-13T00:00:00Z,5,13,0,133,9.45,1016.6,2.924999,6.515999,3.758999,4.455002,78.19999999999999,13.035,63.75,1683936000,6
training,2023-05-13T00:00:00Z,5,13,7,133,8.649999999999999,1017,2.435001,24.350006,3.495998,13.619995,78.19999999999999,11.27,117.125,1683936000,6
training,2023-05-13T00:00:00Z,5,13,18,133,18.85,1013.15,1.740999,113.5,2.455002,113.300049,58.4,15.91,113.875,1683936000,6
training,2023-05-13T00:00:00Z,5,13,22,133,11.3,1013.3,0.97,109.300049,1.396999,125.699951,76.7,18.18,71.75,1683936000,6
training,2023-05-13T00:00:00Z,5,13,12,133,13.45,1015.9,1.622999,44.830017,1.839001,34.450012,69.5,15.325,128,1683936000,6
training,2023-05-13T00:00:00Z,5,13,2,133,8.850000000000001,1016.95,2.491001,8.770004,3.917,357.299805,78,12.059999999999999,34.75,1683936000,6
training,2023-05-13T00:00:00Z,5,13,9,133,9.45,1016.8,1.858999,1.888,2.937,352.299805,76.9,13.7,106.125,1683936000,6
training,2023-05-13T00:00:00Z,5,13,8,133,8.8,1017.2,1.733,8.059998,3.030998,340.399902,77.7,12.695,84.875,1683936000,6
training,2023-05-13T00:00:00Z,5,13,15,133,19.1,1014.15,1.597,48.549988,2.382999,61.599976,57.2,15.985000000000001,143.75,1683936000,6
training,2023-05-13T00:00:00Z,5,13,14,133,17.5,1015.2,1.625,78.209961,1.924999,56.059998,61.45,16.055,230,1683936000,6
training,2023-05-13T00:00:00Z,5,13,17,133,19.85,1012.95,1.306999,78.959961,1.882,84.699951,56.15,17.490000000000002,139.375,1683936000,6
training,2023-05-13T00:00:00Z,5,13,6,133,8.3,1017.3,2.375,3.360001,4.091003,351.899902,78.75,12.280000000000001,48,1683936000,6
training,2023-05-13T00:00:00Z,5,13,19,133,16.65,1012.9,1.365999,94,3.146999,84.099976,62.699999999999996,17.035,96.75,1683936000,6
training,2023-05-13T00:00:00Z,5,13,23,133,10.1,1012.3,0.64,176,1.305,183.899902,79.4,19.78,61,1683936000,6
training,2023-05-13T00:00:00Z,5,13,3,133,8.8,1016.8,1.726999,358.799805,2.848,349.100098,78.5,12.51,40.25,1683936000,6
training,2023-05-13T00:00:00Z,5,13,13,133,15.25,1015.25,2.123001,78.75,2.202,62.570007,66.05000000000001,16.700000000000003,133.875,1683936000,6
training,2023-05-13T00:00:00Z,5,13,11,133,11.5,1016.25,1.645,11.199997,2.316002,357,73.5,13.350000000000001,139.625,1683936000,6
training,2023-05-13T00:00:00Z,5,13,5,133,8.3,1016.85,2.780998,30.730011,3.793999,18.130005,79.05,12.254999999999999,23,1683936000,6
testing,2023-05-13T00:00:00Z,5,13,1,133,9.25,1016.3,3.153999,14.550003,4.456001,0.884,78.4,8,27.875,1683936000,6
testing,2023-05-13T00:00:00Z,5,13,4,133,8.55,1016.4,2.457001,13.550003,3.901001,2.694,78.80000000000001,10.66,10,1683936000,6
