set,date,month,day,hour,day_julian,temp,airpres,ws_10m,wd_10m,ws_24m,wd_24m,hum,value,density,date_unix,weekday
training,2023-03-27T00:00:00Z,3,27,7,86,3.8,1013.1,0.937,5.683998,1.504999,356.100098,72.15,22.785,168.25,1679875200,1
training,2023-03-27T00:00:00Z,3,27,18,86,9.3,1011.85,2.138,211.199951,2.641998,209,53.55,14.26,109.25,1679875200,1
training,2023-03-27T00:00:00Z,3,27,13,86,9.55,1013.5999999999999,1.221001,183.800049,1.495001,142.399902,53.9,13.49,117.75,1679875200,1
training,2023-03-27T00:00:00Z,3,27,8,86,4.449999999999999,1013,1.584,12.050003,2.132999,359.5,68.75,18.575,119.75,1679875200,1
training,2023-03-27T00:00:00Z,3,27,16,86,10.3,1012.3,1.729,159,2.797001,154.100098,51.7,12.775,141.5,1679875200,1
training,2023-03-27T00:00:00Z,3,27,12,86,9.350000000000001,1013.6500000000001,0.889,8.960007,1.159,88.699951,53.900000000000006,15.120000000000001,123.25,1679875200,1
training,2023-03-27T00:00:00Z,3,27,15,86,11.05,1012.65,1.835001,188.300049,2.103001,164.600098,50.1,12.455000000000002,145.125,1679875200,1
training,2023-03-27T00:00:00Z,3,27,19,86,8.15,1011.5,1.993999,201.100098,2.976002,191.300049,57.85,19.595,91.125,1679875200,1
training,2023-03-27T00:00:00Z,3,27,22,86,4.9,1011.1,2.257,205.699951,3.578999,178.5,67.2,16.08,41.25,1679875200,1
training,2023-03-27T00:00:00Z,3,27,1,86,3.5999999999999996,1009.85,0.979,3.514999,1.757999,350.100098,72.05,12.295,8,1679875200,1
training,2023-03-27T00:00:00Z,3,27,23,86,5.1,1009.7,1.117001,208.199951,1.886999,194.300049,68.3,12.030000000000001,28.875,1679875200,1
training,2023-03-27T00:00:00Z,3,27,6,86,3.3,1012.95,0.307,34.700012,0.48,314.5,73.30000000000001,13.31,137.5,1679875200,1
training,2023-03-27T00:00:00Z,3,27,2,86,3.3,1010.5,0.665,267.5,0.922,275.700195,73.45,11,5.375,1679875200,1
testing,2023-03-27T00:00:00Z,3,27,0,86,4.449999999999999,1009,1.653,352.799805,2.602001,340.5,69.80000000000001,8.309999999999999,12.75,1679875200,1
testing,2023-03-27T00:00:00Z,3,27,4,86,3.75,1011.1500000000001,0.803,251.600098,1.271999,268,72.75,15.66,15.625,1679875200,1
testing,2023-03-27T00:00:00Z,3,27,5,86,3.3499999999999996,1011.8499999999999,0.848,255,1.295,262.5,73.55000000000001,7.625000000000001,61,1679875200,1
testing,2023-03-27T00:00:00Z,3,27,9,86,5.550000000000001,1013.6,1.332001,51.390015,1.733,33.720032,66.3,16.335,106.25,1679875200,1
testing,2023-03-27T00:00:00Z,3,27,14,86,10.6,1012.7,1.677999,102.5,1.867001,99.900024,52.650000000000006,15.705,117.625,1679875200,1
testing,2023-03-27T00:00:00Z,3,27,20,86,6.550000000000001,1011.9,0.937,226.600098,1.785999,220.800049,62.65,22.05,75.125,1679875200,1
training,2023-03-28T00:00:00Z,3,28,17,87,8.5,998.05,1.964001,201,2.395,190.199951,81.2,16.815,133.375,1679961600,2
training,2023-03-28T00:00:00Z,3,28,11,87,6.699999999999999,1003.0999999999999,1.667,156.899902,2.876999,155.300049,81.7,29.345,112.625,1679961600,2
training,2023-03-28T00:00:00Z,3,28,8,87,6.3,1005.15,3.525002,215.199951,3.851002,196.5,74.9,17.045,133.875,1679961600,2
training,2023-03-28T00:00:00Z,3,28,15,87,8.75,998.6,2.849998,187.100098,4.236,178.899902,81.7,17.03,146.25,1679961600,2
training,2023-03-28T00:00:00Z,3,28,7,87,6,1005.45,2.780998,190.199951,4.107002,177.100098,74.5,14.5,181.375,1679961600,2
training,2023-03-28T00:00:00Z,3,28,2,87,4.7,1008.55,0.465,91.400024,0.673,178,72.94999999999999,10.350000000000001,4.25,1679961600,2
training,2023-03-28T00:00:00Z,3,28,19,87,8.5,998.0999999999999,2.139,201.300049,2.532001,189.699951,81.30000000000001,15.465,101.625,1679961600,2
training,2023-03-28T00:00:00Z,3,28,0,87,5,1009.4,2.146,204.899902,2.785999,180.600098,68.80000000000001,14.155000000000001,15.125,1679961600,2
training,2023-03-28T00:00:00Z,3,28,14,87,8.8,999.65,3.039001,184.600098,4.182999,176,81.1,15.06,140.375,1679961600,2
training,2023-03-28T00:00:00Z,3,28,1,87,4.9,1009,2.092999,216.300049,2.884998,198.899902,69.8,14.260000000000002,6.625,1679961600,2
training,2023-03-28T00:00:00Z,3,28,23,87,9.5,998,3.875999,221.199951,5.515999,220.399902,82,13.010000000000002,51.625,1679961600,2
training,2023-03-28T00:00:00Z,3,28,6,87,5.949999999999999,1006.6,2.441002,193.899902,3.313999,177.699951,74.69999999999999,16.59,140.375,1679961600,2
training,2023-03-28T00:00:00Z,3,28,5,87,6.05,1006.8499999999999,2.309002,212.5,3.208,193.300049,75.15,14.425,54.5,1679961600,2
training,2023-03-28T00:00:00Z,3,28,10,87,6.699999999999999,1003.95,2.303001,175.699951,3.507,171.399902,79.1,21.275,114.25,1679961600,2
training,2023-03-28T00:00:00Z,3,28,20,87,8.75,997.9000000000001,3.030998,206.800049,4.027,196.699951,81.45,13.3,86.375,1679961600,2
training,2023-03-28T00:00:00Z,3,28,4,87,5.75,1006.6500000000001,2.904999,191.899902,3.507999,178,76.19999999999999,10.355,17.125,1679961600,2
training,2023-03-28T00:00:00Z,3,28,21,87,8.8,997.8499999999999,1.639,200.800049,1.993,192.600098,81.6,14.945,59.625,1679961600,2
training,2023-03-28T00:00:00Z,3,28,12,87,7.65,1001.9,2.416,185,3.473999,170.600098,82.05,24.78,105.625,1679961600,2
training,2023-03-28T00:00:00Z,3,28,13,87,8.5,1001.05,4.496002,207.399902,5.334999,191.199951,80.65,16.725,107.5,1679961600,2
testing,2023-03-28T00:00:00Z,3,28,3,87,5.15,1007.85,2.469002,211.800049,3.492001,195.699951,76.4,15.64,5.375,1679961600,2
testing,2023-03-28T00:00:00Z,3,28,9,87,6.65,1004.05,2.955002,200.5,4.060997,174.600098,76.35,12.145,102.25,1679961600,2
testing,2023-03-28T00:00:00Z,3,28,16,87,8.350000000000001,998.3,1.666,162,2.109001,154.399902,81.55,13.364999999999998,229.375,1679961600,2
testing,2023-03-28T00:00:00Z,3,28,18,87,8.6,997.45,3.170002,202.199951,3.971001,185.199951,81.05,13.305,148.375,1679961600,2
testing,2023-03-28T00:00:00Z,3,28,22,87,9,998.1,3.334999,218,3.927002,209.399902,81.8,9.82,43.25,1679961600,2
training,2023-03-29T00:00:00Z,3,29,4,88,9.350000000000001,996.45,2.795002,198.699951,3.712002,180.699951,82.8,15.105,19.375,1680048000,3
training,2023-03-29T00:00:00Z,3,29,17,88,15.149999999999999,988.7,2.901001,192.300049,3.861,175.300049,76.7,15.775,110.375,1680048000,3
training,2023-03-29T00:00:00Z,3,29,10,88,12.5,994,3.811001,202.600098,5.060997,192.100098,79.1,12.705,138.625,1680048000,3
training,2023-03-29T00:00:00Z,3,29,5,88,9.649999999999999,996.6500000000001,2.105,204.800049,2.896,192.800049,82.80000000000001,14.055,52.875,1680048000,3
training,2023-03-29T00:00:00Z,3,29,7,88,10.2,996.1,1.847,163.600098,2.286999,154.899902,83.1,14.565,171.125,1680048000,3
training,2023-03-29T00:00:00Z,3,29,21,88,12.65,986.25,2.302002,208.699951,3.344002,200.899902,81.65,15.665000000000001,68.375,1680048000,3
training,2023-03-29T00:00:00Z,3,29,15,88,14.6,989.0999999999999,3.560001,201.399902,4.916,186.600098,79.25,14.68,147.75,1680048000,3
training,2023-03-29T00:00:00Z,3,29,0,88,9.55,997.3,2.987,210.300049,3.160999,195.199951,82.05,10.030000000000001,16.5,1680048000,3
training,2023-03-29T00:00:00Z,3,29,1,88,9.6,997.3,1.665001,182.800049,2.330002,182.199951,82.30000000000001,10.4,7.75,1680048000,3
training,2023-03-29T00:00:00Z,3,29,23,88,11.6,985,1.575001,184.5,2.742001,179.199951,83.1,11.98,50.875,1680048000,3
training,2023-03-29T00:00:00Z,3,29,14,88,13.399999999999999,990.25,3.396,195.5,4.879997,186,80.75,17.415,140.625,1680048000,3
training,2023-03-29T00:00:00Z,3,29,13,88,13.2,990.75,3.250999,175.100098,4.871002,172.699951,81,16.04,125.375,1680048000,3
training,2023-03-29T00:00:00Z,3,29,11,88,12,992.9000000000001,3.164001,188.800049,4.297997,166.899902,80.19999999999999,18.035,109.375,1680048000,3
training,2023-03-29T00:00:00Z,3,29,3,88,9.350000000000001,996.55,2.495998,195.5,3.799,180.399902,82.5,16.57,7.375,1680048000,3
training,2023-03-29T00:00:00Z,3,29,22,88,12.2,986.2,3.230999,216,3.913002,205.300049,82,11.850000000000001,62.625,1680048000,3
training,2023-03-29T00:00:00Z,3,29,8,88,11,995.05,1.186001,152.399902,1.787001,148.5,82.2,15.635,174.625,1680048000,3
